
id,name,nomen,sex,parent
858,CLAU0858 Ap. Claudius (293) P. f. Ap. n. Pulcher,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,744
865,QUIN0865 K. Quinctius (41) Flamininus,Quinctius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,696
866,SEMP0866 Ti. Sempronius (51) Ti. f. Ti. n. Gracchus,Sempronius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,761
877,CORN0877 Cn. Cornelius (176) L. f. L. n. Lentulus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,780
878,CORN0878 P. Cornelius (336) P. f. L. n. Scipio Africanus Maior,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,832
878,CORN0878 P. Cornelius (336) P. f. L. n. Scipio Africanus Maior,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4246
879,FABI0879 Q. Fabius (103) Q. f. Q. n. Maximus,Fabius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,712
880,OCTA0880 Cn. Octavius (16),Octavius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4298
885,IUNI0885 M. Iunius (169) D. f. D. n. Silanus,Iunius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1566
888,ATIL0888 C. Atilius (11),Atilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,813
891,CAEC0891 Q. Caecilius (81) L. f. L. n. Metellus,Caecilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,751
902,VALE0902 P. Valerius (182) Flaccus,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,805
903,CORN0903 P. Cornelius (200) Lentulus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,780
903,CORN0903 P. Cornelius (200) Lentulus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,782
904,FULV0904 Cn. Fulvius (43) Cn. f. Cn. n. Centumalus,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,803
905,CAEC0905 L. Caecilius (73) Metellus,Caecilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,751
907,PORC0907 M. Porcius (9) M. f. Pap. Cato 'Censorius',Porcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,5001
908,CLAU0908 C. Claudius (246) Ti. f. Ti. n. Arn. Nero,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4805
912,ATIL0912 M. Atilius (53) Regulus,Atilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,813
919,SERV0919 Cn. Servilius (44) Cn. f. Cn. n. Caepio,Servilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,742
921,PAPI0921 C. Papirius (58) L. f. Maso,Papirius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,5002
923,CORN0923 P. Cornelius (383) Sulla,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,752
924,FULV0924 Cn. Fulvius (54) Flaccus,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,699
926,LICI0926 P. Licinius (69) P. f. P. n. Crassus Dives,Licinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,5003
930,VALE0930 L. Valerius (173) P. f. L. n. Flaccus,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,805
931,SERV0931 C. Servilius (60) C. f. P. n. Geminus,Servilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,845
936,SULP0936 P. Sulpicius (64) Ser. f. P. n. Galba Maximus,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4995
939,SULP0939 C. Sulpicius (8) (Galus),Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,764
945,FULV0945 C. Fulvius (52) Flaccus,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,699
948,PORC0948 L. Porcius (22) Pap. Licinus,Porcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,5004
949,VETU0949 L. Veturius (20) L. f. L. n. Philo,Veturius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,824
952,LIVI0952 C. Livius (29) M. f. M. n. Salinator,Livius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,827
952,LIVI0952 C. Livius (29) M. f. M. n. Salinator,Livius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4219
953,SERV0953 M. Servilius (78) C. f. P. n. Pulex Geminus,Servilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,845
959,MANL0959 P. Manlius (98) Vulso,Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,734
960,LICI0960 P. Licinius (175) Varus,Licinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,783
976,SEMP0976 Ti. Sempronius (67) Ti. f. C. n. Longus,Sempronius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,833
977,QUIN0977 L. Quinctius (43) T. f. L. n. Flamininus,Quinctius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4961
982,MAMI0982 C. Mamilius (5) Atellus,Mamilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,778
985,CORN0985 L. Cornelius (212) Lentulus Caudinus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,782
986,CORN0986 P. Cornelius (214) Lentulus Caudinus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,782
987,SULP0987 Ser. Sulpicius (56) Ser. f. P. n. Galba,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4995
989,FLAM0989 C. Flaminius (3) C. f. C. n.,Flaminius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,793
993,VALE0993 C. Valerius (166) P. f. L. n. Flaccus,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,805
995,IULI0995 Sex. Iulius (147) Caesar,Iulius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4831
996,CAEC0996 M. Caecilius (76) Metellus,Caecilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,751
997,CLAU0997 M. Claudius (222) M. f. M. n. Marcellus,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,810
998,MANL0998 A. Manlius (11),Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,787
999,QUIN0999 T. Quinctius (45) T. f. L. n. Flamininus,Quinctius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4961
1006,AELI1006 P. Aelius (101) Q. f. P. n. Paetus,Aelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,889
1010,POMP1010 M. Pomponius (19) Matho,Pomponius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,853
1011,MAMI1011 Q. Mamilius (13) Turrinus,Mamilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,778
1016,CORN1016 L. Cornelius (337) P. f. L. n. Scipio Asiaticus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,832
1016,CORN1016 L. Cornelius (337) P. f. L. n. Scipio Asiaticus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4246
1022,VALE1022 M. Valerius (153) Falto,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,767
1022,VALE1022 M. Valerius (153) Falto,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,779
1023,CORN1023 L. Cornelius (188) L. f. L. n. Lentulus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,780
1024,AEMI1024 L. Aemilius (109) Papus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,812
1028,OCTA1028 C. Octavius (13) Sca.,Octavius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4507
1032,CLAU1032 Ti. Claudius (249) P. f. Ti. n. Nero,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3428
1035,BAEB1035 Cn. Baebius (41) Q. f. Cn. n. Tamphilus,Baebius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,830
1053,FABI1053 Q. Fabius (104) Q. f. Q. n. Maximus,Fabius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,879
1060,SULP1060 C. Sulpicius (49) Galba,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,936
1067,AEMI1067 M. Aemilius (68) M. f. M. n. Lepidus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4635
1074,AELI1074 Sex. Aelius (105) Q. f. P. n. Paetus Catus,Aelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,889
1077,CORN1077 P. Cornelius (350) Cn. f. L. n. Scipio Nasica,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,817
1079,CLAU1079 C. Claudius (105) Centho,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,776
1090,CORN1090 Cn. Cornelius (346) Cn. f. L. n. Scipio Hispallus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,817
1095,CLAU1095 Ap. Claudius (245) Nero,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3428
1100,MANL1100 L. Manlius (93) Vulso,Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,836
1101,MINU1101 M. Minucius (53) Rufus,Minucius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,820
1103,MANL1103 Cn. Manlius (91) Cn. f. L. n. Vulso,Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,836
1118,CLAU1118 Ap. Claudius (294) Ap. f. P. n. Pulcher,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,858
1123,IUNI1123 M. Iunius (168) Silanus,Iunius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,925
1125,CLAU1125 C. Claudius (300) Ap. f. P. n. Pulcher,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,858
1127,FABR1127 C. Fabricius (10) Luscinus,Fabricius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,675
1128,"MANL1128 P. Manlius (31, cf. Manilius 2) (Vulso)",Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,959
1134,AEMI1134 L. Aemilius (114) L. f. M. n. Paullus Macedonicus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,826
1139,IUVE1139 T. Iuventius (32) Thalna,Iuventius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1106
1140,ATIL1140 A. Atilius (60) C. f. C. n. Serranus,Atilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,835
1141,SCRI1141 L. Scribonius (17) Libo,Scribonius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,874
1143,POST1143 L. Postumius (65) Tympanus,Postumius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,788
1151,MANL1151 A. Manlius (90) Cn. f. L. n. Vulso,Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,836
1154,PORC1154 L. Porcius (23) L. f. M. n. Pap. Licinus,Porcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,948
1157,SEMP1157 M. Sempronius (95) M. f. C. n. Tuditanus,Sempronius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,991
1163,"BAEB1163 M. Baebius (44, cf. 1, 16) Q. f. Cn. n. Tamphilus",Baebius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,830
1164,FULV1164 M. Fulvius (44) Centumalus,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,904
1169,CORN1169 A. Cornelius (258) Mammula,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,855
1170,POST1170 Sp. Postumius (44) L. f. A. n. Albinus,Postumius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,788
1172,POST1172 A. Postumius (46) A. f. A. n. Albinus (Luscus),Postumius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4872
1173,SULP1173 C. Sulpicius (66) C. f. C. n. Galus,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,939
1175,AEMI1175 L. Aemilius (127) Regillus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,854
1178,FULV1178 Cn. Fulvius (12),Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,924
1178,FULV1178 Cn. Fulvius (12),Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4216
1180,AEMI1180 M. Aemilius (69) Lepidus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1067
1182,SEMP1182 Ti. Sempronius (53) P. f. Ti. n. Gracchus,Sempronius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,866
1183,TERE1183 A. Terentius (80) Varro,Terentius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,818
1185,AEMI1185 M. Aemilius (129) (Regillus),Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,854
1187,ATIL1187 M. Atilius (68) Serranus,Atilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,835
1188,FABI1188 Q. Fabius (127) Q. f. Pictor,Fabius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,883
1191,CLAU1191 P. Claudius (305) Ap. f. P. n. Pulcher,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,858
1192,SULP1192 Ser. Sulpicius (57) Galba,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,936
1192,SULP1192 Ser. Sulpicius (57) Galba,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,987
1194,FULV1194 Q. Fulvius (60) Cn. f. M. n. Flaccus,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,924
1194,FULV1194 Q. Fulvius (60) Cn. f. M. n. Flaccus,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4216
1200,VALE1200 C. Valerius (208) M. f. P. n. Laevinus,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,807
1201,VALE1201 M. Valerius (252) M. f. M'. n. Messalla,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,808
1204,MANL1204 L. Manlius (47) Acidinus Fulvianus,Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,781
1204,MANL1204 L. Manlius (47) Acidinus Fulvianus,Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4241
1205,MARC1205 Q. Marcius (79) L. f. Q. n. Philippus,Marcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4874
1214,SEMP1214 C. Sempronius (30) Blaesus,Sempronius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,942
1222,CALP1222 C. Calpurnius (62) C. f. C. n. Piso,Calpurnius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,966
1223,CORN1223 P. Cornelius (384) Sulla,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,923
1226,QUIN1226 L. Quinctius (37) Crispinus,Quinctius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,916
1228,"ATIL1228 C. Atilius (63, cf. 60) Serranus",Atilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,835
1232,VALE1232 M. Valerius (210) Laevinus,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,807
1237,QUIN1237 T. Quinctilius (18) Varus,Quinctilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1041
1242,FULV1242 Q. Fulvius (61) Q. f. M. n. Flaccus,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,781
1242,FULV1242 Q. Fulvius (61) Q. f. M. n. Flaccus,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4241
1247,FULV1247 M. Fulvius (57) Flaccus,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,781
1247,FULV1247 M. Fulvius (57) Flaccus,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4241
1248,FULV1248 Q. Fulvius (95) M. f. M. n. Nobilior,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1109
1251,POST1251 Sp. Postumius (49) A. f. A. n. Albinus (Paullulus),Postumius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4872
1259,"MINU1259 L. Minucius (15, 63) Thermus",Minucius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1064
1265,"IULI1265 Sex. Iulius (148, 149) Sex. f. L. n. Caesar",Iulius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,995
1266,SERV1266 M. Servilius (18) M. f. C. n.,Servilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,953
1270,ACIL1270 M'. Acilius (36) M'. f. C. n. Glabrio,Acilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1063
1271,PORC1271 L. Porcius (24) L. f. Pap. Licinus,Porcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1154
1274,CORN1274 P. Cornelius (260) Mammula,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,855
1275,HOST1275 A. Hostilius (16) L. f. A. n. Mancinus,Hostilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4817
1278,POST1278 L. Postumius (41) A. f. A. n. Albinus,Postumius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4872
1283,POPI1283 M. Popillius (24) P. f. P. n. Laenas,Popillius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,971
1284,POPI1284 P. Popillius (26) Laenas,Popillius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,971
1285,CORN1285 P. Cornelius (331) P. f. P. n. Scipio,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,878
1285,CORN1285 P. Cornelius (331) P. f. P. n. Scipio,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3945
1288,MUCI1288 P. Mucius (16) Q. f. P. n. Scaevola,Mucius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,822
1289,MUCI1289 Q. Mucius (20) Q. f. P. n. Scaevola,Mucius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,822
1290,CLAU1290 Ap. Claudius (103) Centho,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1079
1291,SERV1291 Cn. Servilius (45) Cn. f. Cn. n. Caepio,Servilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,919
1295,CLAU1295 Ti. Claudius (251) Nero,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,908
1295,CLAU1295 Ti. Claudius (251) Nero,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1032
1306,AEBU1306 -. Aebutius (not in RE) T. f.,Aebutius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1253
1309,"CORN1309 Cn. Cornelius (320, 325) Scipio",Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,878
1309,"CORN1309 Cn. Cornelius (320, 325) Scipio",Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3945
1311,QUIN1311 C. Quinctius (40) Flamininus,Quinctius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3355
1312,AELI1312 Q. Aelius (104) P. f. Q. n. Paetus,Aelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1006
1318,CLAU1318 M. Claudius (225) M. f. M. n. Marcellus,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,997
1321,LICI1321 P. Licinius (60) C. f. P. n. Crassus,Licinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4877
1322,PAPI1322 L. Papirius (62) Maso,Papirius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,921
1326,"CORN1326 Ser. Cornelius (2, 388) Sulla",Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,923
1328,POPI1328 C. Popillius (18) P. f. P. n. Laenas,Popillius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,971
1331,CORN1331 L. Cornelius (325) Scipio,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,878
1331,CORN1331 L. Cornelius (325) Scipio,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3945
1336,SULP1336 C. Sulpicius (50) C. f. Galba,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1060
1337,VETU1337 Ti. Veturius (23) Gracchus Sempronianus,Veturius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,866
1342,SERV1342 C. Servilius (9) (Geminus),Servilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,931
1353,IUNI1353 M. Iunius (122) M. f. M. n. Pennus,Iunius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1025
1354,LICI1354 C. Licinius (51) C. f. P. n. Crassus,Licinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4877
1355,LUCR1355 Sp. Lucretius (14),Lucretius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1020
1356,OCTA1356 Cn. Octavius (17) Cn. f. Cn. n.,Octavius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,880
1362,CORN1362 P. Cornelius (202) L. f. L. n. Lentulus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1023
1363,CORN1363 Ser. Cornelius (208a) Lentulus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1009
1366,DOMI1366 Cn. Domitius (19) Cn. f. L. n. Ahenobarbus,Domitius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1110
1369,FULV1369 M. Fulvius (93) M. f. M. n. Nobilior,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1109
1370,"MANL1370 -. Manlius (43, 26?) L. f. Acidinus",Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1204
1373,DECI1373 C. Decimius (1),Decimius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1239
1379,MARC1379 P. Marcius (89) Rex,Marcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,975
1383,MAEN1383 Q. Maenius (14),Maenius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1225
1384,MANL1384 T. Manlius (83) A. f. T. n. Torquatus,Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,998
1387,IUVE1387 M'. Iuventius (30) T. f. T. n. Pap. Thalna,Iuventius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1139
1390,CORN1390 P. Cornelius (76) P. f. Blasio,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1085
1395,MARC1395 C. Marcius (61) C. f. Q. n. Figulus,Marcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4880
1396,CORN1396 P. Cornelius (353) P. f. Cn. n. Scipio Nasica Corculum,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1077
1403,MARC1403 Q. Marcius (80) Q. f. L. n. Philippus,Marcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1205
1406,POST1406 L. Postumius (42) Sp. f. L. n. Albinus,Postumius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1170
1409,"BAEB1409 Cn. Baebius (42, cf. 43) Tamphilus",Baebius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1035
1413,"MANL1413 L. Manlius (26, cf. 43) (Acidinus)",Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,836
1413,"MANL1413 L. Manlius (26, cf. 43) (Acidinus)",Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1204
1415,CORN1415 L. Cornelius (324) Scipio,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1016
1417,SULP1417 Ser. Sulpicius (58) Ser. f. P. n. Galba,Sulpicius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1192
1418,HOST1418 C. Hostilius (3) (Tubulus),Hostilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,984
1420,POST1420 A. Postumius (31) A. f. A. n. Albinus,Postumius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1172
1422,FABI1422 Q. Fabius (109) Q. f. Q. n. Maximus Aemilianus,Fabius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1134
1422,FABI1422 Q. Fabius (109) Q. f. Q. n. Maximus Aemilianus,Fabius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4201
1424,CAEC1424 Q. Caecilius (94) Q. f. L. n. Metellus Macedonicus,Caecilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,891
1433,PORC1433 M. Porcius (14) M. f. M. n. Cato Licinianus,Porcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,907
1433,PORC1433 M. Porcius (14) M. f. M. n. Cato Licinianus,Porcius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4247
1434,SERG1434 M. Sergius (41) Silus,Sergius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1102
1441,FULV1441 Cn. Fulvius (13),Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1178
1442,MANL1442 A. Manlius (73) A. f. T. n. Torquatus,Manlius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,998
1449,QUIN1449 T. Quinctius (46) T. f. T. n. Flamininus,Quinctius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,977
1449,QUIN1449 T. Quinctius (46) T. f. T. n. Flamininus,Quinctius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,999
1452,CLAU1452 Ap. Claudius (295) Cn. f. Ap. n. Pulcher,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1125
1454,"IULI1454 L. Iulius (28, cf. 127) (Caesar)",Iulius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,995
1455,QUIN1455 P. Quinctilius (13) Varus,Quinctilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1041
1460,VALE1460 M. Valerius (253) M. f. M. n. Messalla,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1201
1461,FANN1461 C. Fannius (20) C. f. C. n. Strabo,Fannius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1244
1465,CORN1465 L. Cornelius (224) Cn. f. L. n. Lentulus Lupus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,877
1466,VALE1466 L. Valerius (174) L. f. P. n. Flaccus,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,930
1471,AEMI1471 M. Aemilius (70) M'. f. M'. n. Lepidus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4709
1474,"CORN1474 Cn. Cornelius (175, 177) Cn. f. L. n. Lentulus",Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,877
1481,CLAU1481 C. Claudius (106) Centho,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1079
1483,CALP1483 L. Calpurnius (87) C. f. C. n. Piso Caesoninus,Calpurnius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1222
1483,CALP1483 L. Calpurnius (87) C. f. C. n. Piso Caesoninus,Calpurnius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4216
1484,LICI1484 L. Licinius (102) Lucullus,Licinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1114
1485,AURE1485 L. Aurelius (98) L.? f. C. n. Cotta,Aurelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1198
1485,AURE1485 L. Aurelius (98) L.? f. C. n. Cotta,Aurelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1260
1486,TERE1486 -. Terentius (77) Varro,Terentius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,1183
