
id,name,nomen,sex,spouse
2758,VALE2758 M. Valerius (261) M. f. M. n. Messalla Corvinus,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3940
2758,VALE2758 M. Valerius (261) M. f. M. n. Messalla Corvinus,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4248
2758,VALE2758 M. Valerius (261) M. f. M. n. Messalla Corvinus,Valerius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4766
2781,"CORN2781 L.? Cornelius (219, cf. 217) Lentulus Cruscellio",Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3895
2802,GELL2802 L. Gellius (18) L. f. L. n. Poplicola,Gellius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4825
2808,VIPS2808 M. Vipsanius (2) L. f. Agrippa,Vipsanius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3980
2808,VIPS2808 M. Vipsanius (2) L. f. Agrippa,Vipsanius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4174
2808,VIPS2808 M. Vipsanius (2) L. f. Agrippa,Vipsanius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4254
2821,CANI2821 L. Caninius (4) L. f. Pol. Gallus,Caninius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4341
2834,TITI2834 M. Titius (18) L. f.,Titius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3953
2895,AEMI2895 L. Aemilius (82) L. f. M. n. Tro. Lepidus Paullus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4255
2895,AEMI2895 L. Aemilius (82) L. f. M. n. Tro. Lepidus Paullus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4729
2895,AEMI2895 L. Aemilius (82) L. f. M. n. Tro. Lepidus Paullus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4730
2927,APPU2927 Sex. Appuleius (17) Sex. f.,Appuleius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4733
2931,AEMI2931 Q. Aemilius (79) M'. f. Lepidus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4735
2970,PLAU2970 M. Plautius (22) Hypsaeus,Plautius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4710
2973,SERV2973 C. Servilius (91) M. f. M. n. Vatia,Servilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4054
2981,TITI2981 L. Titius (15),Titius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4364
3037,APPU3037 Sex. Appuleius (16a) Sex. f.,Appuleius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4251
3080,SCRI3080 L. Scribonius (19) Libo,Scribonius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4939
3201,IULI3201 L. Iulius (141) Sex. f. (Sex. n.) Fal. Caesar,Iulius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4009
3203,LICI3203 -. Licinius (39) Bucco,Licinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4352
3221,MANI3221 T. Manilius (10),Manilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4089
3304,AELI3304 Q. Aelius (156) L. f. Tro. Tubero,Aelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4164
3780,CORN3780 P. Cornelius (230) Marcelli f. Lentulus Marcellinus,Cornelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4759
3836,VINI3836 T. Vinius (2),Vinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3898
3861,MARC3861  Marcia (112),Marcia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,703
3862,IUNI3862  Iunia (A),Iunia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1598
3863,LICI3863  Licinia (180),Licinia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1598
3864,CLAU3864  Claudia (385),Claudia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1525
3866,POMP3866 Q. Pompeius (40) Rufus,Pompeius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3867
3867,CORN3867  Cornelia (412),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3866
3870,SERV3870  Servilia (101),Servilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1973
3870,SERV3870  Servilia (101),Servilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2120
3873,CORN3873  Cornelia (413),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1957
3874,IULI3874  Iulia (547),Iulia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1976
3876,CALP3876  Calpurnia (126),Calpurnia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1957
3877,POMP3877  Pompeia (52),Pompeia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1957
3878,IULI3878  Iulia (543),Iulia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2012
3878,IULI3878  Iulia (543),Iulia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2077
3879,AURE3879  Aurelia (261) Orestilla,Aurelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1998
3880,SERG3880  Sergia (50),Sergia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4547
3882,CORN3882  Cornelia (417),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1976
3882,CORN3882  Cornelia (417),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2372
3883,MARC3883  Marcia (115),Marcia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1902
3883,MARC3883  Marcia (115),Marcia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2241
3884,ATIA3884  Atia (34) maior,Atia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2104
3884,ATIA3884  Atia (34) maior,Atia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2303
3885,IULI3885  Iulia (545),Iulia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3886
3885,IULI3885  Iulia (545),Iulia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4308
3886,PEDI3886 Q. Pedius (A),Pedius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3885
3890,PORC3890  Porcia (28),Porcia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2272
3890,PORC3890  Porcia (28),Porcia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2459
3893,FULV3893  Fulvia (113),Fulvia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2219
3893,FULV3893  Fulvia (113),Fulvia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2392
3893,FULV3893  Fulvia (113),Fulvia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2443
3894,IULI3894  Iulia (544),Iulia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2430
3895,SULP3895  Sulpicia (112),Sulpicia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2781
3898,TANU3898  Tanusia (3),Tanusia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3836
3900,TURI3900  Turia (4),Turia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2560
3901,IUNI3901  Iunia (193),Iunia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2341
3902,SCRI3902  Scribonia (31),Scribonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2254
3903,ANTO3903 Iullus Antonius (22),Antonius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4255
3906,SCRI3906  Scribonia (32),Scribonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2082
3906,SCRI3906  Scribonia (32),Scribonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2597
3906,SCRI3906  Scribonia (32),Scribonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2664
3906,SCRI3906  Scribonia (32),Scribonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4863
3907,SEMP3907  Sempronia (102) Tuditana,Sempronia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4109
3908,MUCI3908  Mucia (28) Tertia,Mucia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1976
3908,MUCI3908  Mucia (28) Tertia,Mucia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2262
3909,OCTA3909  Octavia (96) minor,Octavia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2392
3909,OCTA3909  Octavia (96) minor,Octavia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2396
3911,CLAU3911 M. Claudius (230) Marcellus,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4174
3912,ANTO3912  Antonia (112),Antonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4737
3913,AEMI3913 M. Aemilius (104) Lepidus,Aemilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4304
3914,ANTO3914  Antonia (114) minor,Antonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4194
3915,LAEL3915  Laelia (26),Laelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1523
3917,SERV3917 Q. Servilius (40-42) Caepio,Servilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4289
3919,DOMI3919  Domitia (90),Domitia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1731
3920,CORN3920  Cornelia (436) = Fausta Cornelia,Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2261
3920,CORN3920  Cornelia (436) = Fausta Cornelia,Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2381
3924,CORN3924  Cornelia (418),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2341
3927,RUTI3927  Rutilia (39),Rutilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2168
3928,TULL3928  Tullia (60),Tullia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2366
3928,TULL3928  Tullia (60),Tullia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2499
3928,TULL3928  Tullia (60),Tullia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2515
3929,CAEC3929  Caecilia (134) Metella,Caecilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1645
3929,CAEC3929  Caecilia (134) Metella,Caecilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1746
3933,FLAM3933  Flaminia (10),Flaminia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2117
3934,POMP3934  Pompeia (54),Pompeia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2300
3934,POMP3934  Pompeia (54),Pompeia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2663
3937,AEMI3937  Aemilia (154),Aemilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1976
3937,AEMI3937  Aemilia (154),Aemilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2119
3939,BELL3939  Belliena (A),Belliena,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4784
3940,TERE3940  Terentia (95),Terentia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2072
3940,TERE3940  Terentia (95),Terentia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2758
3943,FABI3943  Fabia (170),Fabia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4350
3944,SALO3944  Salonia (A),Salonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,907
3945,AEMI3945  Aemilia (179) Tertia,Aemilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,878
3946,CORN3946  Cornelia (407),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1182
3947,CAEC3947  Caecilia (132) Metella,Caecilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1759
3948,IULI3948  Iulia (541),Iulia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1660
3949,LIVI3949  Livia (35),Livia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1796
3949,LIVI3949  Livia (35),Livia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1806
3950,CLAU3950 Ti. Claudius (Iulius 154) Nero,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4174
3950,CLAU3950 Ti. Claudius (Iulius 154) Nero,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4179
3951,LICI3951 C. Licinius (113) Macer Calvus,Licinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3952
3952,QUIN3952  Quinctilia (19),Quinctilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3951
3953,FABI3953  Fabia (C) Paulina,Fabia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2834
3958,SERV3958  Servilia (102),Servilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1903
3960,SEMP3960  Sempronia (100) Tuditana,Sempronia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1670
3960,SEMP3960  Sempronia (100) Tuditana,Sempronia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1716
3960,SEMP3960  Sempronia (100) Tuditana,Sempronia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2023
3961,LUTA3961  Lutatia (25),Lutatia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2142
3962,FUFI3962  Fufia (20),Fufia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2495
3963,IUNI3963  Iunia (206) Tertia,Iunia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2458
3964,PILI3964  Pilia (3),Pilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3965
3965,POMP3965 T. Pomponius (102) Atticus,Pomponius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3964
3966,POMP3966  Pomponia (A),Pomponia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2216
3967,CALV3967  Calventia (B),Calventia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1795
3968,POMP3968  Pompeia (53),Pompeia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2020
3969,LAEL3969  Laelia (25),Laelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1613
3971,HORT3971  Hortensia (15),Hortensia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4283
3973,IUNI3973  Iunia (192),Iunia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2433
3976,CLOD3976 Ser. Clodius (11),Clodius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4320
3980,CAEC3980  Caecilia (78) Attica = Pomponia Attica,Caecilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2808
3981,OPPI3981  Oppia (37),Oppia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2294
3984,POST3984  Postumia (69),Postumia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2088
3988,CAEC3988  Caecilia (137) Metella,Caecilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2394
3988,CAEC3988  Caecilia (137) Metella,Caecilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4208
3990,AURE3990 M. Aurelius (106) Cotta,Aurelius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3991
3991,RUTI3991  Rutilia (38),Rutilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3990
3992,SERV3992  Servilia (100),Servilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2140
3993,FULV3993  Fulvia (111),Fulvia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1825
3994,OVIA3994  Ovia (3),Ovia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3995
3995,LOLL3995 C. Lollius (4),Lollius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3994
3996,CLOD3996  Clodia (65),Clodia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1500
3996,CLOD3996  Clodia (65),Clodia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1565
3999,VENU3999  Venuleia (4),Venuleia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1780
4000,LICI4000 P. Licinius (62) Crassus Dives,Licinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4267
4004,PUBL4004  Publilia (17),Publilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2072
4005,LICI4005  Licinia (184),Licinia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1983
4008,CLAU4008  Claudia (389),Claudia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2459
4009,POPI4009  Popillia (32),Popillia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3201
4009,POPI4009  Popillia (32),Popillia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4902
4010,TULL4010  Tullia (A),Tullia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2325
4011,CORN4011  Cornificia (12),Cornificia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4786
4012,PORC4012  Porcia (27),Porcia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2264
4013,ROSC4013 -. Roscius (A) Otho,Roscius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4014
4014,TUTI4014  Tutia (RE VII A.2 1616f.),Tutia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4013
4015,FADI4015  Fadia (13),Fadia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2392
4020,AEMI4020  Aemilia (152),Aemilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1433
4022,AEMI4022  Aemilia (151),Aemilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1429
4023,LICI4023  Licinia (179),Licinia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1662
4026,TULL4026 M. Tullius (27) Cor. Cicero,Tullius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4027
4027,GRAT4027  Gratidia (5),Gratidia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4026
4029,CAEC4029  Caecilia (131) Metella,Caecilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1695
4030,LICI4030  Licinia (183),Licinia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1836
4031,MUCI4031  Mucia (27),Mucia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1679
4032,MUCI4032  Mucia (26),Mucia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1650
4035,POMP4035  Pompeia (51),Pompeia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4922
4036,VISE4036 C. Visellius (1) Aculeo,Visellius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4047
4043,CLOD4043  Clodia (66),Clodia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2040
4047,HELV4047  Helvia (18),Helvia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4036
4049,LUTA4049  Lutatia (24),Lutatia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1902
4052,CAEC4052  Caecilia (135) Metella,Caecilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1807
4053,PINA4053  Pinaria (29),Pinaria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2219
4054,CAEC4054  Caecilia (130) Metella,Caecilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2973
4056,CLAU4056  Claudia (386),Claudia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4787
4058,CLAU4058  Claudia (388),Claudia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2253
4059,RUBR4059  Rubria (25),Rubria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1835
4059,RUBR4059  Rubria (25),Rubria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2011
4062,POMP4062  Pompeia (56),Pompeia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2020
4062,POMP4062  Pompeia (56),Pompeia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2297
4063,CORN4063  Cornelia (416),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2296
4064,EPPU4064  Eppuleia (2),Eppuleia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2291
4068,CAEC4068 A. Caecina (6) Sab.,Caecina,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,5161
4069,FABI4069  Fabia (173),Fabia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2515
4070,VALE4070  Valeria (394) = Paulla Valeria,Valeria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2489
4075,ALBI4075  Albinia (A),Albinia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2296
4077,IUNI4077  Iunia (191),Iunia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2021
4078,HELV4078  Helvia (19),Helvia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4093
4083,NUMI4083  Numitoria (8),Numitoria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2077
4085,BAEB4085  Baebia (47b),Baebia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1802
4086,VALE4086  Valeria (391),Valeria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4087
4087,SEXT4087 -. Sextilius (18) Andro,Sextilius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4086
4089,FALC4089  Falcidia (A),Falcidia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2260
4089,FALC4089  Falcidia (A),Falcidia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3221
4091,SEMP4091  Sempronia (99),Sempronia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1504
4092,VALG4092  Valgia (A),Valgia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2293
4093,TULL4093 M. Tullius (28) Cor. Cicero,Tullius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4078
4097,CLOD4097  Clodia (67),Clodia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1903
4098,LUSI4098 -. Lusius (A),Lusius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4099
4099,MARI4099  Maria (74),Maria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4098
4101,IULI4101 C. Iulius (129) Caesar,Iulius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4307
4105,GRAT4105  Gratidia (B),Gratidia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1998
4109,FULV4109 M. Fulvius (40) Bambalio,Fulvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3907
4110,ANTO4110  Antonia (110),Antonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2392
4119,IUVE4119 -. Iuventius (A) Laterensis,Iuventius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4351
4121,QUIN4121 P. Quinctius (16),Quinctius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4129
4129,ROSC4129  Roscia (28),Roscia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4121
4131,RABI4131  Rabiria (8),Rabiria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4132
4132,CURT4132 C. Curtius (5),Curtius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4131
4143,ANTO4143  Antonia (111),Antonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2297
4147,VETT4147  Vettia (19),Vettia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1967
4156,SERV4156  Servilia (98),Servilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1731
4164,SULP4164  Sulpicia (111),Sulpicia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3304
4165,AELI4165  Aelia (A),Aelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4738
4166,TERE4166  Terentia (96),Terentia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4167
4167,CILN4167 C. Cilnius (6) Maecenas,Cilnius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4166
4172,SERV4172  Servilia (99),Servilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1756
4174,IULI4174  Iulia (550),Iulia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2808
4174,IULI4174  Iulia (550),Iulia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3911
4174,IULI4174  Iulia (550),Iulia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3950
4175,ANTO4175  Antonia (113) maior,Antonia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4195
4179,VIPS4179  Vipsania (1) Agrippina,Vipsania,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,3950
4179,VIPS4179  Vipsania (1) Agrippina,Vipsania,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4238
4184,IULI4184  Iulia (546),Iulia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2329
4190,CLAU4190  Claudia (390),Claudia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2597
4191,ANON4191  - (A) Polla,-,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1822
4191,ANON4191  - (A) Polla,-,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2107
4192,LIVI4192  Livia (37),Livia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2571
4192,LIVI4192  Livia (37),Livia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2597
4194,CLAU4194 -. Claudius (139) Drusus,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3914
4195,DOMI4195 L. Domitius (28) Ahenobarbus,Domitius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4175
4197,CLOD4197  Clodia (72) Tertia,Clodia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,2151
4201,PAPI4201  Papiria (78),Papiria,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1134
4207,LUCI4207  Lucilia (33),Lucilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1767
4208,CLOD4208 M. Clodius (6.67) Aesopus,Clodius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,3988
4213,CLAU4213 -. Claudius (60) Asellus,Claudius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4214
4214,LICI4214  Licinia (178),Licinia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4213
4216,HOST4216  Hostilia (27) Quarta,Hostilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,924
4216,HOST4216  Hostilia (27) Quarta,Hostilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1222
4219,CALA4219  Calavia (A),Calavia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,827
4220,CLAU4220  Claudia (383),Claudia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4221
4221,PACU4221 -. Pacuvius (4) Calavius,Pacuvius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4220
4228,CORN4228  Cornelia (406),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1396
4232,SEMP4232  Sempronia (101),Sempronia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4970
4233,ANIC4233  Anicia (18),Anicia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,4907
4235,RUPI4235  Rupilia (12),Rupilia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1615
4236,CORN4236  Cornelia (414),Cornelia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,1991
4238,ASIN4238 C. Asinius (15) Gallus,Asinius,http://romanrepublic.ac.uk/rdf/entity/Sex/Male,4179
4241,SULP4241  Sulpicia (A),Sulpicia,http://romanrepublic.ac.uk/rdf/entity/Sex/Female,781
