
id,relativeid,relationshipid
2859,3896,5
2860,2328,5
2860,4762,5
2860,4941,22
2861,2093,5
2863,2806,6
2867,4315,3
2867,2062,5
2867,3430,6
2867,3921,6
2869,4951,5
2882,4442,5
2895,4726,3
2895,4727,3
2895,4255,4
2895,4729,4
2895,4730,4
2895,2350,5
2896,2261,5
2896,3920,5
2898,4290,5
2898,2553,6
2898,4724,19
2909,2910,3
2910,2909,5
2914,2107,5
2914,2758,6
2914,2802,6
2914,4249,6
2914,4292,6
2927,4731,3
2927,4733,4
2927,3037,5
2927,4251,5
2927,2639,6
2927,2104,19
2930,2581,5
2930,4166,6
2930,4180,6
2930,4940,6
2931,4323,3
2931,4734,3
2931,4735,4
2931,2038,5
2931,2341,5
2931,3924,5
2931,3913,6
2931,4712,6
2949,3421,3
2959,4809,5
2959,1117,19
2965,3050,3
2965,2018,5
2970,4710,4
2970,1632,5
2971,4317,3
2971,2316,5
2973,1779,3
2973,1814,3
2973,1999,3
2973,3608,3
2973,4054,4
2973,1266,5
2973,4958,6
2973,3519,15
2981,2834,3
2981,4364,4
3018,2031,3
3018,1617,5
3018,1873,6
3035,2583,5
3037,2639,3
3037,2927,3
3037,4251,4
3041,3042,6
3042,3041,6
3045,1701,5
3045,2078,6
3045,2150,6
3045,2175,6
3050,4316,3
3050,2965,5
3051,1819,5
3051,1819,19
3080,2518,3
3080,3906,3
3080,4939,4
3098,1794,3
3098,1363,5
3098,1363,19
3099,4085,3
3101,1965,16
3101,2093,16
3126,2593,3
3126,1639,5
3126,4896,6
3127,1744,5
3127,3129,6
3129,2524,3
3129,1744,5
3129,3127,6
3133,1285,5
3133,1504,14
3135,1667,5
3142,4075,3
3144,4160,5
3150,3872,7
3154,2318,5
3154,4718,6
3154,4116,16
3163,4683,3
3163,4683,25
3164,4779,5
3164,3177,6
3164,1746,13
3165,3166,6
3165,2168,21
3166,3165,6
3167,1599,5
3168,1377,5
3169,4403,3
3169,4780,5
3175,1589,5
3175,3553,6
3176,3179,5
3176,3447,6
3177,4779,5
3177,3164,6
3177,1746,13
3178,1594,19
3179,3176,3
3179,3447,3
3180,2717,3
3190,2340,3
3190,1523,5
3190,3464,5
3190,3915,5
3190,2340,6
3200,1327,5
3201,1798,3
3201,1825,3
3201,4009,4
3201,1265,5
3201,1642,6
3201,4101,6
3203,4352,4
3207,4207,3
3207,4303,3
3207,4933,3
3207,4230,6
3217,4923,3
3217,1833,13
3218,3760,6
3221,4089,4
3225,4900,5
3225,1675,6
3226,1590,5
3226,1748,6
3226,3238,6
3230,3981,3
3234,2169,3
3234,2087,6
3238,1590,5
3238,1748,6
3238,3226,6
3239,1084,5
3239,3638,6
3242,4742,3
3258,4363,3
3258,4905,5
3263,4477,3
3264,3956,3
3264,3957,3
3268,2836,5
3268,5168,6
3271,3982,3
3271,4273,5
3271,4274,5
3271,4152,6
3281,4439,5
3281,1939,6
3281,1985,6
3281,4440,6
3281,4498,6
3286,3385,5
3286,4956,6
3286,1767,13
3304,4165,3
3304,4164,4
3304,2325,5
3304,4010,5
3325,4148,3
3328,3329,3
3329,3328,5
3344,1561,3
3349,624,3
3352,689,5
3355,1311,3
3355,696,19
3356,1494,3
3359,1062,5
3359,1064,5
3359,1259,6
3363,1792,3
3363,1474,5
3364,1384,5
3364,1566,6
3364,4878,6
3366,2018,3
3366,952,5
3369,1806,3
3369,1841,3
3369,907,5
3369,3944,5
3369,1433,6
3372,2157,3
3372,1558,5
3382,1205,19
3383,1791,3
3383,1979,3
3383,1766,6
3383,1457,19
3384,1829,6
3385,3286,3
3385,4956,3
3385,1675,5
3385,1767,6
3391,3478,3
3391,1703,5
3402,2042,5
3402,2426,6
3403,2629,3
3405,1356,5
3405,1607,6
3405,1617,6
3421,2949,5
3428,1032,3
3428,1095,3
3430,2062,5
3430,2867,6
3430,3921,6
3430,2140,7
3443,2817,6
3447,3179,5
3447,3176,6
3464,3190,3
3469,5162,5
3476,2014,3
3478,3391,5
3491,1245,5
3492,1633,5
3495,2435,5
3495,2403,6
3495,2435,6
3495,4348,6
3495,4747,6
3496,2359,5
3504,4134,6
3505,4155,3
3505,4134,16
3517,1779,5
3517,3519,5
3517,2719,6
3519,2719,3
3519,3517,3
3519,4958,5
3519,2973,13
3520,1662,5
3520,4023,5
3520,1850,6
3524,993,5
3524,993,19
3526,2495,3
3526,2495,22
3538,3973,3
3538,4819,5
3538,4844,6
3538,2120,21
3543,4736,5
3552,2711,3
3552,4887,5
3552,1947,6
3552,1475,19
3553,1589,5
3553,3175,6
3573,3788,5
3574,1271,19
3587,2308,3
3602,1523,3
3602,1244,5
3602,1461,6
3603,1573,5
3608,2973,5
3608,4054,5
3608,1779,6
3608,1814,6
3608,1999,6
3614,1424,21
3615,2536,5
3618,1757,3
3618,1757,19
3622,1188,19
3638,1084,5
3638,3239,6
3645,2293,3
3650,967,5
3653,2184,6
3654,2152,3
3659,1205,19
3661,843,6
3671,2088,5
3671,3984,5
3671,4164,6
3671,4461,6
3671,4791,6
3693,781,5
3693,4241,5
3693,1204,6
3693,1242,6
3693,1247,6
3694,1248,5
3704,2466,5
3704,1934,6
3704,4911,6
3707,1960,6
3707,2033,6
3744,2308,3
3758,4346,3
3759,4960,6
3760,3218,6
3769,2235,5
3770,1322,5
3775,4016,5
3775,2450,6
3775,2477,6
3775,3888,6
3775,4364,6
3776,1781,5
3776,2075,6
3776,5034,6
3780,2071,3
3780,2082,3
3780,4759,4
3780,1784,5
3780,1851,6
3780,4025,6
3781,2572,5
3785,2028,5
3788,3573,3
3790,4767,3
3790,1563,5
3811,3814,5
3814,3811,3
3824,4961,3
3824,916,25
3825,1636,5
3828,3829,6
3829,3828,6
3836,3898,4
3842,1967,3
3857,2576,3
3857,2617,3
3860,817,8
3860,1077,9
3860,1090,9
3861,703,4
3861,681,8
3861,4874,9
3861,4880,9
3861,806,12
3862,1598,4
3862,1565,8
3862,3996,8
3862,2023,9
3862,3863,9
3862,4023,9
3862,4270,9
3863,1598,4
3863,1500,8
3863,3996,8
3863,2023,9
3863,3862,9
3863,4023,9
3863,4270,9
3863,4268,12
3863,4269,12
3864,1525,4
3864,1452,8
3864,4288,8
3864,1560,9
3864,1599,9
3864,1753,9
3864,1807,9
3864,4056,9
3864,4169,12
3864,4890,12
3864,5007,12
3865,1624,5
3865,3993,6
3866,2478,3
3866,3877,3
3866,3867,4
3866,1805,5
3867,3866,4
3867,1746,8
3867,4286,8
3867,2300,9
3867,3920,9
3867,3937,9
3867,4284,9
3867,2478,12
3867,3877,12
3868,1780,5
3868,3999,5
3868,1981,6
3868,4000,6
3869,4783,3
3869,1882,5
3869,1993,5
3869,4761,5
3869,2341,6
3869,2350,6
3869,4001,6
3869,4063,6
3869,1882,7
3870,1973,4
3870,2120,4
3870,1796,8
3870,3949,8
3870,2241,9
3870,3917,9
3870,3958,9
3870,4012,9
3870,4259,9
3870,2459,12
3870,3901,12
3870,3963,12
3870,3973,12
3872,3150,22
3873,1957,4
3873,1871,8
3873,4359,8
3873,2661,9
3873,2663,9
3873,4236,9
3873,3874,12
3874,1976,4
3874,1957,8
3874,3873,8
3874,3875,10
3875,3874,10
3875,3934,10
3876,1957,4
3876,2168,8
3876,3927,8
3876,4336,9
3877,1957,4
3877,3866,8
3877,3867,8
3877,2478,9
3877,1957,11
3878,2012,4
3878,2077,4
3878,1825,8
3878,3993,8
3878,2044,9
3878,2392,12
3878,2497,12
3878,2523,12
3878,4143,12
3878,2297,16
3879,1998,4
3879,2282,9
3880,4547,4
3880,3939,8
3880,4784,8
3880,1998,9
3880,4265,9
3881,1998,5
3881,4264,6
3882,1976,4
3882,2372,4
3882,2347,8
3882,4262,8
3883,1902,4
3883,2241,4
3883,2303,8
3883,2534,9
3883,2597,9
3883,3909,9
3883,4251,9
3883,4229,12
3883,4261,12
3883,4343,12
3884,2104,4
3884,2303,4
3884,2329,8
3884,4184,8
3884,4830,9
3884,2597,12
3884,3909,12
3885,3886,4
3885,4308,4
3885,1799,8
3885,4258,8
3885,1957,9
3885,4184,9
3885,2370,12
3886,2370,3
3886,3885,4
3888,4016,5
3888,2450,6
3888,2477,6
3888,3775,6
3888,4364,6
3888,4962,7
3890,2272,4
3890,2459,4
3890,2241,8
3890,4260,8
3890,2554,9
3890,2754,9
3890,4229,9
3890,4261,9
3890,4289,9
3890,4343,9
3890,2739,12
3891,2669,5
3891,3892,6
3892,2669,8
3892,3891,9
3893,2219,4
3893,2392,4
3893,2443,4
3893,3907,8
3893,4109,8
3893,3903,12
3893,3904,12
3893,3922,12
3893,4176,12
3893,4190,12
3894,2430,4
3894,1798,8
3894,3895,12
3895,2781,4
3895,2430,8
3895,3894,8
3896,2859,3
3898,3836,4
3898,4555,8
3899,2560,3
3900,2560,4
3901,2341,4
3901,2120,8
3901,3870,8
3901,2459,9
3901,3963,9
3901,3973,9
3901,3913,12
3902,2254,4
3902,2518,8
3902,4294,9
3902,3910,12
3903,4255,4
3903,2392,5
3903,3893,5
3903,3904,6
3903,3911,6
3903,3912,6
3903,3914,6
3903,3922,6
3903,4175,6
3903,4176,6
3903,4187,6
3903,4190,6
3903,4253,6
3903,4254,6
3903,4255,6
3903,4721,6
3903,5160,6
3904,2392,5
3904,3893,5
3904,3903,6
3904,3911,6
3904,3912,6
3904,3914,6
3904,3922,6
3904,4175,6
3904,4176,6
3904,4187,6
3904,4190,6
3904,4253,6
3904,4254,6
3904,4255,6
3904,4721,6
3904,5160,6
3904,4174,10
3905,2321,5
3905,3962,6
3905,4813,6
3906,2082,4
3906,2597,4
3906,2664,4
3906,4863,4
3906,3080,8
3906,4939,8
3906,2518,9
3906,2597,11
3906,4174,12
3906,4729,12
3906,4763,12
3906,4864,12
3907,4109,4
3907,3923,8
3907,3893,12
3908,1976,4
3908,2262,4
3908,1692,8
3908,2191,9
3908,1976,11
3908,2253,12
3908,2254,12
3908,3934,12
3908,3935,12
3908,2040,21
3908,2247,21
3909,2392,4
3909,2396,4
3909,2104,8
3909,3884,8
3909,2534,9
3909,2597,9
3909,3883,9
3909,4251,9
3909,2392,11
3909,3911,12
3909,3914,12
3909,4175,12
3909,4254,12
3909,4255,12
3910,2254,8
3910,3902,8
3910,3911,10
3911,4174,4
3911,2396,5
3911,3909,5
3911,3903,6
3911,3904,6
3911,3912,6
3911,3914,6
3911,3922,6
3911,4175,6
3911,4176,6
3911,4187,6
3911,4190,6
3911,4253,6
3911,4254,6
3911,4255,6
3911,4721,6
3911,5160,6
3911,3910,10
3912,4737,4
3912,2392,8
3912,4110,8
3912,3903,9
3912,3904,9
3912,3911,9
3912,3914,9
3912,3922,9
3912,4175,9
3912,4176,9
3912,4187,9
3912,4190,9
3912,4253,9
3912,4254,9
3912,4255,9
3912,4721,9
3912,5160,9
3912,3913,10
3913,4304,4
3913,2341,5
3913,3901,5
3913,2931,6
3913,4712,6
3913,3912,10
3914,4194,4
3914,2392,8
3914,3909,8
3914,3903,9
3914,3904,9
3914,3911,9
3914,3912,9
3914,3922,9
3914,4175,9
3914,4176,9
3914,4187,9
3914,4190,9
3914,4253,9
3914,4254,9
3914,4255,9
3914,4721,9
3914,5160,9
3914,4789,12
3915,1523,4
3915,1524,8
3915,3969,9
3915,2340,12
3915,3190,12
3916,1504,13
3917,3958,3
3917,4259,3
3917,4289,4
3917,1796,5
3917,3949,5
3917,2241,6
3917,3870,6
3917,3958,6
3917,4012,6
3917,4259,6
3917,2459,22
3918,1759,5
3918,3947,5
3918,1903,6
3918,1982,6
3918,4103,6
3919,1731,4
3919,1630,8
3919,1763,9
3919,1816,9
3920,2261,4
3920,2381,4
3920,1746,8
3920,3929,8
3920,1783,9
3920,2262,9
3920,2300,9
3920,3867,9
3920,3937,9
3920,4284,9
3920,2261,11
3920,2896,12
3921,2062,5
3921,2867,6
3921,3430,6
3921,2140,7
3922,2219,5
3922,3893,5
3922,3903,6
3922,3904,6
3922,3911,6
3922,3912,6
3922,3914,6
3922,4175,6
3922,4176,6
3922,4187,6
3922,4190,6
3922,4253,6
3922,4254,6
3922,4255,6
3922,4721,6
3922,5160,6
3923,3907,3
3923,1548,5
3923,3960,6
3924,2341,4
3924,2931,12
3924,4712,12
3925,3926,3
3925,2381,22
3925,2381,25
3926,3925,8
3926,2381,12
3927,2168,4
3927,2096,8
3927,3876,12
3927,4336,12
3928,2366,4
3928,2499,4
3928,2515,4
3928,2072,8
3928,3940,8
3928,2563,9
3928,2499,11
3928,2515,11
3928,3987,12
3928,3989,12
3929,1645,4
3929,1746,4
3929,1649,8
3929,2262,12
3929,2300,12
3929,3920,12
3929,3937,12
3930,2117,5
3930,3933,5
3930,2564,6
3930,4070,6
3931,4221,6
3933,2117,4
3933,2564,12
3933,3930,12
3933,4070,12
3934,2300,4
3934,2663,4
3934,1976,8
3934,3908,8
3934,2253,9
3934,2254,9
3934,3935,9
3934,3875,10
3934,2689,12
3934,4181,12
3935,4324,3
3935,2262,5
3935,3908,5
3935,2253,6
3935,2254,6
3935,3934,6
3936,2219,22
3937,1976,4
3937,2119,4
3937,1645,8
3937,3929,8
3937,1783,9
3937,2262,9
3937,2300,9
3937,3867,9
3937,3920,9
3937,4284,9
3937,4716,12
3938,2196,5
3938,2197,5
3938,2416,6
3938,2664,6
3939,4784,4
3939,1751,9
3939,1998,12
3939,3880,12
3939,4265,12
3940,2072,4
3940,2758,4
3940,2072,11
3940,2563,12
3940,3928,12
3940,4462,16
3940,2121,17
3941,3942,3
3942,3941,8
3942,757,12
3942,762,12
3943,4350,4
3943,559,8
3943,642,9
3943,727,12
3944,907,4
3944,3369,12
3945,878,4
3945,826,8
3945,1134,9
3945,4755,9
3945,1285,12
3945,1309,12
3945,1331,12
3945,3946,12
3945,4228,12
3946,1182,4
3946,878,8
3946,3945,8
3946,1285,9
3946,1309,9
3946,1331,9
3946,4228,9
3946,1525,12
3946,1598,12
3946,4091,12
3947,1759,4
3947,1544,8
3947,1649,9
3947,1693,9
3947,1903,12
3947,1982,12
3947,3918,12
3947,4103,12
3948,1660,4
3948,4101,8
3948,4307,8
3948,1799,9
3948,1828,9
3948,1983,12
3949,1796,4
3949,1806,4
3949,1651,8
3949,4293,8
3949,1756,9
3949,1865,9
3949,2241,12
3949,3870,12
3949,3917,12
3949,3958,12
3949,4012,12
3950,4785,3
3950,5010,3
3950,4174,4
3950,4179,4
3950,2571,5
3950,4192,5
3950,4194,6
3950,2597,7
3950,4325,7
3950,2520,19
3951,3952,4
3951,2103,5
3952,3951,4
3952,2376,8
3952,2376,9
3952,2542,9
3953,2834,4
3953,2379,8
3953,4328,9
3953,4811,9
3954,2074,5
3954,4714,6
3955,2456,22
3956,3264,5
3956,3957,6
3957,3264,5
3957,3956,6
3958,1903,4
3958,3917,8
3958,3949,8
3958,2241,9
3958,3870,9
3958,3917,9
3958,4012,9
3958,4259,9
3958,1903,11
3958,4080,12
3958,5012,12
3959,4963,5
3959,747,6
3959,742,21
3960,1670,4
3960,1716,4
3960,2023,4
3960,1548,8
3960,3923,9
3960,1902,12
3960,3971,12
3961,2142,4
3961,1949,8
3961,4318,12
3962,2495,4
3962,2321,8
3962,3905,9
3962,4813,9
3963,2458,4
3963,2120,8
3963,3870,8
3963,2459,9
3963,3901,9
3963,3973,9
3963,4256,12
3964,3965,4
3964,4071,9
3964,3980,12
3965,3980,3
3965,3964,4
3965,3978,5
3965,4552,5
3965,3966,6
3965,3979,7
3965,1886,16
3965,4233,16
3965,4071,24
3966,2216,4
3966,3978,8
3966,4552,8
3966,3965,9
3966,2216,11
3966,2632,12
3967,1795,4
3967,5212,8
3967,2168,12
3968,2020,4
3968,1767,8
3968,4207,8
3968,1976,9
3968,4062,9
3968,2439,12
3969,1613,4
3969,1524,8
3969,3915,9
3969,4031,12
3969,4032,12
3969,4005,27
3969,4030,27
3970,2264,5
3970,4012,5
3970,2699,6
3970,4137,7
3971,4283,4
3971,1670,8
3971,1716,8
3971,3960,8
3971,1902,9
3971,2536,12
3971,4282,12
3972,2333,3
3973,2433,4
3973,2120,8
3973,3538,8
3973,3870,8
3973,2459,9
3973,3901,9
3973,3963,9
3973,4304,12
3973,4932,12
3973,4971,12
3974,4596,21
3976,4320,4
3976,3977,6
3977,3976,6
3978,3979,9
3978,3965,12
3978,3966,12
3979,3978,6
3979,3965,22
3980,2808,4
3980,3964,8
3980,3965,8
3980,4179,12
3981,2294,4
3981,3230,8
3982,3271,5
3982,4152,13
3983,2502,20
3983,2502,22
3984,2088,4
3984,3671,12
3984,4164,12
3984,4461,12
3984,4791,12
3985,2819,22
3986,2515,36
3987,2515,5
3987,3928,5
3987,3989,6
3987,4333,6
3988,2394,4
3988,4208,4
3988,2394,11
3989,2515,5
3989,3928,5
3989,3987,6
3989,4333,6
3990,1866,3
3990,2026,3
3990,2163,3
3990,3991,4
3991,3990,4
3991,1397,8
3991,1596,9
3991,4881,9
3991,1866,12
3991,2026,12
3991,2163,12
3992,2140,4
3992,1755,8
3993,1825,4
3993,1624,8
3993,3865,9
3993,2044,12
3993,3878,12
3994,3995,4
3995,3994,4
3996,1500,4
3996,1565,4
3996,2023,12
3996,3862,12
3996,3863,12
3996,4023,12
3996,4270,12
3998,1324,5
3999,1780,4
3999,1981,12
3999,3868,12
3999,4000,12
4000,4267,4
4000,1780,5
4000,3999,5
4000,1981,6
4000,3868,6
4001,1993,5
4001,4242,5
4001,2341,6
4001,2350,6
4001,3869,6
4001,4063,6
4002,4003,5
4003,4002,3
4004,2072,4
4004,4964,8
4004,5545,9
4004,2072,11
4005,1983,4
4005,1679,8
4005,4031,8
4005,4030,9
4005,3969,30
4006,4007,6
4007,4006,9
4008,2459,4
4008,2140,8
4008,4058,9
4008,2459,11
4009,3201,4
4009,4902,4
4009,1731,12
4009,1798,12
4009,1825,12
4010,2325,4
4010,4082,8
4010,4081,9
4010,3304,12
4011,4786,4
4011,2181,8
4011,2573,9
4012,2264,4
4012,1806,8
4012,3949,8
4012,2241,9
4012,3870,9
4012,3917,9
4012,3958,9
4012,4259,9
4012,2699,12
4012,3970,12
4013,4014,4
4014,4013,4
4015,2392,4
4015,4079,8
4016,2450,3
4016,2477,3
4016,3775,3
4016,3888,3
4016,4364,3
4016,2834,15
4017,2537,6
4017,4018,19
4018,2537,25
4018,4017,25
4019,4354,3
4019,2100,5
4020,1433,4
4020,1134,8
4020,4201,8
4020,1422,9
4020,1504,9
4020,4022,9
4020,4051,9
4020,1656,12
4020,1682,12
4021,1519,5
4021,1651,6
4021,4245,6
4022,1429,4
4022,1134,8
4022,4201,8
4022,1422,9
4022,1504,9
4022,4020,9
4022,4051,9
4022,1622,12
4023,1662,4
4023,1500,8
4023,3996,8
4023,2023,9
4023,3862,9
4023,3863,9
4023,4270,9
4023,1850,12
4023,3520,12
4025,2570,3
4025,1784,5
4025,1851,6
4025,3780,6
4026,4082,3
4026,4093,3
4026,4027,4
4027,4026,4
4027,1786,9
4027,4082,12
4027,4093,12
4028,1836,5
4028,4030,5
4028,2347,6
4028,1679,7
4028,1613,19
4028,1679,19
4028,1695,19
4028,1396,26
4028,1524,26
4029,1695,4
4029,1424,8
4029,1635,9
4029,1665,9
4029,1677,9
4029,1701,9
4029,4054,9
4029,1836,12
4029,4759,12
4030,1836,4
4030,1679,8
4030,4031,8
4030,4005,9
4030,2347,12
4030,4028,12
4030,3969,30
4031,1679,4
4031,1613,8
4031,3969,8
4031,4032,9
4031,4005,12
4031,4030,12
4032,1650,4
4032,1613,8
4032,3969,8
4032,4031,9
4032,2119,12
4034,2045,22
4035,4922,4
4035,1551,8
4035,1805,9
4035,2170,12
4036,2027,3
4036,4047,4
4036,2027,22
4037,1173,5
4038,1468,5
4038,1627,6
4038,2282,16
4039,1461,5
4041,2823,22
4042,744,8
4042,858,9
4043,2040,4
4043,1807,8
4043,4052,8
4043,2062,9
4043,2140,9
4043,2219,9
4043,4097,9
4043,4197,9
4044,2417,3
4045,2068,5
4046,1533,5
4046,5634,13
4047,4036,4
4047,4078,9
4047,2027,12
4048,1679,3
4048,1354,5
4048,1547,6
4049,1902,4
4049,1731,8
4049,4156,8
4049,1949,9
4051,1134,8
4051,4201,8
4051,1422,9
4051,1504,9
4051,4020,9
4051,4022,9
4052,1807,4
4052,1635,8
4052,1787,9
4052,2062,12
4052,2140,12
4052,2219,12
4052,4043,12
4052,4097,12
4052,4197,12
4053,2219,4
4053,2373,9
4054,2973,4
4054,1424,8
4054,1635,9
4054,1665,9
4054,1677,9
4054,1701,9
4054,4029,9
4054,1779,12
4054,1814,12
4054,1999,12
4054,3608,12
4055,1974,22
4056,4787,4
4056,1452,8
4056,4288,8
4056,1560,9
4056,1599,9
4056,1753,9
4056,1807,9
4056,3864,9
4056,1764,12
4057,2524,21
4058,2253,4
4058,2140,8
4058,4765,8
4058,4008,9
4059,1835,4
4059,2011,4
4059,2235,12
4060,4061,6
4061,4060,6
4062,2020,4
4062,2297,4
4062,1767,8
4062,4207,8
4062,1976,9
4062,3968,9
4063,2296,4
4063,1882,8
4063,4761,8
4063,2341,9
4063,2350,9
4063,3869,9
4063,4001,9
4064,2291,4
4064,2291,12
4064,4065,12
4065,2291,8
4065,4064,8
4065,2291,9
4066,4067,5
4067,4066,3
4067,4068,5
4067,5161,5
4068,4067,3
4068,5161,4
4069,2515,4
4069,2515,11
4069,4333,12
4070,2489,4
4070,2117,8
4070,3933,8
4070,2564,9
4070,3930,9
4071,3964,6
4071,3965,24
4072,2744,6
4073,4967,5
4073,4966,7
4075,2296,4
4075,3142,8
4075,2729,12
4075,4135,12
4077,2021,4
4077,2396,12
4078,4093,4
4078,4047,9
4078,2072,12
4078,2216,12
4079,4015,3
4080,1903,5
4080,3958,5
4080,5012,6
4081,4082,5
4081,4010,6
4082,4010,3
4082,4081,3
4082,4026,5
4082,4027,5
4082,4093,6
4082,2072,15
4082,2216,15
4083,2077,4
4083,4111,8
4084,1811,5
4085,1802,4
4085,1325,8
4085,3099,8
4085,1992,12
4086,4087,4
4087,4086,4
4088,4089,3
4089,2260,4
4089,3221,4
4089,4088,8
4090,793,3
4091,1504,4
4091,1182,8
4091,3946,8
4091,1525,9
4091,1598,9
4092,2293,4
4092,4968,8
4093,2072,3
4093,2216,3
4093,4078,4
4093,4026,5
4093,4027,5
4093,4082,6
4094,1786,5
4094,4820,5
4094,1933,6
4094,1940,6
4094,4104,6
4094,4105,6
4094,1778,7
4095,1705,8
4095,1969,9
4095,2077,9
4097,1903,4
4097,1807,8
4097,4052,8
4097,2062,9
4097,2140,9
4097,2219,9
4097,4043,9
4097,4197,9
4097,1903,11
4098,1769,3
4098,4099,4
4099,4098,4
4099,4271,8
4099,4275,8
4099,1660,9
4099,1778,9
4099,4820,9
4099,1769,12
4100,2297,25
4101,1799,3
4101,1828,3
4101,3948,3
4101,4307,4
4101,1454,5
4101,1642,6
4101,3201,6
4103,3947,5
4103,4969,5
4103,1903,6
4103,1982,6
4103,3918,6
4104,1786,5
4104,4820,5
4104,1933,6
4104,1940,6
4104,4094,6
4104,4105,6
4104,1778,7
4105,1998,4
4105,1786,8
4105,4820,8
4105,1933,9
4105,1940,9
4105,4094,9
4105,4104,9
4107,4108,29
4108,4107,29
4109,3893,3
4109,3907,4
4110,2392,4
4110,1969,8
4110,4341,9
4110,2392,11
4110,3912,12
4111,4083,3
4112,2321,3
4113,2659,3
4114,2336,3
4116,2312,3
4116,5297,5
4116,4118,6
4116,3154,16
4118,5297,5
4118,4116,6
4119,2308,3
4119,4351,4
4121,4129,4
4121,4122,6
4121,4123,6
4121,4128,16
4122,4121,6
4122,4123,6
4123,4121,9
4123,4122,9
4123,4127,16
4124,2256,16
4126,4127,16
4127,4123,16
4127,4126,16
4128,4129,6
4128,4121,16
4129,4121,4
4129,4128,9
4130,2292,15
4131,4132,4
4131,4412,8
4131,1912,9
4131,2445,12
4131,2568,12
4132,2445,3
4132,2568,3
4132,4131,4
4134,3504,6
4134,3505,16
4135,2296,8
4135,4075,8
4135,2729,9
4136,2635,3
4137,1730,5
4137,2294,22
4137,3970,22
4139,5569,3
4139,4140,5
4140,4139,3
4141,2331,3
4141,4270,5
4142,2379,3
4142,1594,5
4143,2297,4
4143,2077,8
4143,3878,8
4143,2392,9
4143,2497,9
4143,2523,9
4144,4145,3
4144,4146,6
4145,4144,5
4145,4146,13
4145,4506,23
4146,4144,6
4146,4145,15
4147,1967,4
4147,2344,9
4147,4157,9
4148,3325,8
4149,4150,6
4150,4149,6
4152,4273,5
4152,3271,6
4152,3982,15
4155,3505,5
4156,1731,4
4156,1556,8
4156,1629,9
4156,1949,12
4156,4049,12
4157,2344,6
4157,4147,6
4158,2284,3
4158,4159,3
4159,4158,5
4159,2284,6
4160,3144,3
4160,4161,5
4161,4160,3
4162,4163,5
4163,4162,3
4164,3304,4
4164,2088,8
4164,3984,8
4164,3671,9
4164,4461,9
4164,4791,9
4164,4165,12
4165,4738,4
4165,3304,8
4165,4164,8
4165,4739,12
4166,4167,4
4166,2581,8
4166,2930,9
4166,4180,9
4166,4940,9
4167,4166,4
4169,1525,5
4169,3864,5
4169,4890,6
4169,5007,6
4170,1698,6
4171,1547,5
4171,1646,6
4172,1756,4
4172,1629,8
4172,1796,9
4174,2808,4
4174,3911,4
4174,3950,4
4174,2597,8
4174,3906,8
4174,2572,9
4174,4684,9
4174,4729,9
4174,4763,9
4174,4864,9
4174,3904,10
4174,4297,12
4174,4828,12
4174,4947,12
4174,4948,12
4175,4195,4
4175,2392,8
4175,3909,8
4175,3903,9
4175,3904,9
4175,3911,9
4175,3912,9
4175,3914,9
4175,3922,9
4175,4176,9
4175,4187,9
4175,4190,9
4175,4253,9
4175,4254,9
4175,4255,9
4175,4721,9
4175,5160,9
4175,4693,12
4175,4740,12
4175,4741,12
4176,2443,5
4176,3893,5
4176,3903,6
4176,3904,6
4176,3911,6
4176,3912,6
4176,3914,6
4176,3922,6
4176,4175,6
4176,4187,6
4176,4190,6
4176,4253,6
4176,4254,6
4176,4255,6
4176,4721,6
4176,5160,6
4177,4949,5
4177,2808,6
4177,4182,6
4179,3950,4
4179,4238,4
4179,2808,8
4179,3980,8
4179,4297,9
4179,4828,9
4179,4947,9
4179,4948,9
4179,4785,12
4179,5010,12
4180,2930,6
4180,4166,6
4180,4940,6
4181,2663,5
4181,3934,5
4181,2689,6
4182,4949,8
4182,2808,9
4182,4177,9
4184,2329,4
4184,1799,8
4184,4258,8
4184,1957,9
4184,3885,9
4184,3884,12
4184,4830,12
4185,2515,22
4186,2044,5
4186,2374,6
4186,2559,6
4187,2392,5
4187,4722,5
4187,3903,6
4187,3904,6
4187,3911,6
4187,3912,6
4187,3914,6
4187,3922,6
4187,4175,6
4187,4176,6
4187,4190,6
4187,4253,6
4187,4254,6
4187,4255,6
4187,4721,6
4187,5160,6
4190,2597,4
4190,2219,8
4190,3893,8
4190,3903,9
4190,3904,9
4190,3911,9
4190,3912,9
4190,3914,9
4190,3922,9
4190,4175,9
4190,4176,9
4190,4187,9
4190,4253,9
4190,4254,9
4190,4255,9
4190,4721,9
4190,5160,9
4190,2597,11
4191,1822,4
4191,2107,4
4191,2758,12
4191,2802,12
4191,4249,12
4191,4292,12
4192,2571,4
4192,2597,4
4192,2520,8
4192,4312,8
4192,2571,11
4192,3950,12
4192,4194,12
4193,2788,6
4194,4789,3
4194,3914,4
4194,2571,5
4194,4192,5
4194,3950,6
4194,2597,7
4195,4693,3
4195,4740,3
4195,4741,3
4195,4175,4
4195,2699,5
4196,2234,5
4196,4306,5
4196,2234,7
4197,2151,4
4197,1807,8
4197,4052,8
4197,2062,9
4197,2140,9
4197,2219,9
4197,4043,9
4197,4097,9
4197,4921,12
4198,2026,5
4199,4200,3
4200,4199,5
4201,1134,4
4201,4665,8
4201,1134,11
4201,1422,12
4201,1504,12
4201,4020,12
