
id,relativeid,relationshipid
1633,3492,3
1634,1842,3
1635,1787,3
1635,4052,3
1635,1424,5
1635,1665,6
1635,1677,6
1635,1701,6
1635,4029,6
1635,4054,6
1635,2247,25
1636,3825,3
1636,1449,5
1637,1780,3
1637,1321,5
1637,4214,6
1637,4876,6
1637,1981,25
1638,1353,5
1639,3126,3
1639,4896,3
1639,1476,5
1642,1265,5
1642,1454,5
1642,3201,6
1642,4101,6
1643,1447,5
1643,1480,5
1643,4899,5
1645,1783,3
1645,2262,3
1645,3937,3
1645,3929,4
1645,1186,19
1646,1547,8
1646,4171,9
1648,1774,3
1648,1485,5
1649,3929,3
1649,1544,5
1649,1693,6
1649,3947,6
1649,2262,25
1650,2119,3
1650,4032,4
1650,1270,5
1651,1756,3
1651,1865,3
1651,3949,3
1651,4293,4
1651,1519,5
1651,4021,6
1651,4245,6
1651,2241,25
1651,2459,28
1652,1475,5
1652,4887,6
1652,1947,15
1655,2151,3
1655,1550,5
1655,1550,6
1655,4307,6
1655,2151,25
1656,1831,3
1656,1433,5
1656,4020,5
1656,1682,6
1656,1504,13
1656,907,19
1657,1876,3
1657,1111,5
1657,1111,19
1660,1983,3
1660,3948,4
1660,4271,5
1660,4275,5
1660,1778,6
1660,4099,6
1660,4820,6
1660,4272,20
1660,4690,20
1662,1850,3
1662,3520,3
1662,4023,4
1662,1417,5
1662,1718,6
1663,4278,3
1665,1875,3
1665,1424,5
1665,1635,6
1665,1677,6
1665,1701,6
1665,4029,6
1665,4054,6
1665,2040,34
1666,1811,3
1666,1405,5
1667,3135,3
1670,1902,3
1670,3971,3
1670,3960,4
1675,1767,3
1675,3385,3
1675,4900,5
1675,3225,6
1677,1424,5
1677,1635,6
1677,1665,6
1677,1701,6
1677,4029,6
1677,4054,6
1679,4005,3
1679,4030,3
1679,4031,4
1679,4048,5
1679,1354,19
1679,4028,22
1679,4028,25
1680,1494,5
1682,1831,3
1682,1433,5
1682,4020,5
1682,1656,6
1682,1504,13
1682,907,19
1682,1134,19
1683,1221,19
1686,1687,6
1687,1686,6
1689,1843,3
1689,2011,3
1689,1411,5
1689,1623,6
1689,1696,6
1692,2191,3
1692,3908,3
1692,1567,5
1693,1889,3
1693,1544,5
1693,1649,6
1693,3947,6
1693,1701,21
1695,1836,3
1695,4759,3
1695,4029,4
1695,1513,5
1695,4028,25
1696,2011,3
1696,4917,3
1696,1411,5
1696,1623,6
1696,1689,6
1698,4170,9
1701,2078,3
1701,2150,3
1701,2175,3
1701,3045,3
1701,1424,5
1701,1635,6
1701,1665,6
1701,1677,6
1701,4029,6
1701,4054,6
1701,1693,21
1703,3391,3
1703,1420,5
1703,1728,6
1704,2042,3
1705,1969,3
1705,2077,3
1705,4095,3
1705,1443,5
1705,1443,19
1705,2392,25
1712,1795,3
1712,1483,5
1712,5212,19
1712,2168,25
1713,1896,3
1713,1974,3
1713,1510,5
1714,1898,3
1714,2020,3
1714,4894,5
1714,1595,6
1714,1333,19
1715,2050,3
1715,1583,5
1715,1762,6
1715,1801,6
1716,1902,3
1716,3971,3
1716,3960,4
1718,2316,3
1718,1417,5
1718,1662,6
1726,1117,19
1727,1464,5
1728,1420,5
1728,1703,6
1728,2023,22
1728,2489,22
1730,4137,3
1730,1572,5
1730,1140,19
1731,1949,3
1731,4049,3
1731,3919,4
1731,4156,4
1731,4009,5
1731,4902,5
1731,1798,24
1731,1825,24
1732,1506,5
1732,1090,19
1740,1616,5
1740,4359,6
1741,2032,22
1743,1946,3
1743,1996,3
1744,3127,3
1744,3129,3
1746,2300,3
1746,3867,3
1746,3920,3
1746,4284,3
1746,3929,4
1746,4282,4
1746,4285,4
1746,4286,4
1746,4287,4
1746,4281,5
1746,4280,6
1746,4285,11
1746,4287,11
1746,3164,15
1746,3177,15
1746,2028,16
1748,1590,5
1748,3226,6
1748,3238,6
1749,2032,3
1749,1627,5
1749,4710,6
1749,1468,19
1751,3939,6
1751,1998,15
1753,4311,3
1753,4760,3
1753,1452,5
1753,4288,5
1753,1560,6
1753,1599,6
1753,1807,6
1753,3864,6
1753,4056,6
1755,3992,3
1755,1552,5
1756,4172,4
1756,1651,5
1756,4293,5
1756,1865,6
1756,3949,6
1756,2520,22
1756,4311,22
1757,4686,3
1757,1614,5
1757,3618,5
1757,3618,25
1759,1903,3
1759,1982,3
1759,3918,3
1759,3947,4
1759,1484,5
1762,1583,5
1762,1715,6
1762,1801,6
1763,1991,3
1763,2264,3
1763,1630,5
1763,1816,6
1763,3919,6
1764,2303,3
1764,2567,3
1764,4056,5
1764,4787,5
1764,1807,13
1764,1403,19
1764,4429,20
1766,3383,6
1767,1976,3
1767,3968,3
1767,4062,3
1767,4207,4
1767,1675,5
1767,3385,6
1767,3286,15
1769,4098,5
1769,4099,5
1774,1648,5
1776,1557,5
1778,4271,5
1778,4275,5
1778,1660,6
1778,4099,6
1778,4820,6
1778,1940,15
1778,1940,22
1778,4094,22
1778,4104,22
1779,3517,3
1779,2973,5
1779,4054,5
1779,1814,6
1779,1999,6
1779,3608,6
1780,1981,3
1780,3868,3
1780,4000,3
1780,3999,4
1780,1637,5
1780,1321,19
1781,2075,3
1781,3776,3
1781,5034,3
1781,4903,5
1783,1645,5
1783,2262,6
1783,2300,6
1783,3920,6
1783,3937,6
1783,4284,6
1784,1851,3
1784,3780,3
1784,4025,3
1784,2570,25
1786,1933,3
1786,1940,3
1786,4094,3
1786,4104,3
1786,4105,3
1786,4820,4
1786,4027,6
1786,2326,25
1787,2040,3
1787,2247,3
1787,1635,5
1787,4052,6
1787,1424,19
1788,1930,3
1788,4910,3
1788,1520,5
1788,2085,25
1789,4353,3
1790,2234,3
1791,3383,5
1791,1979,6
1792,2064,3
1792,2176,3
1792,3363,5
1792,1474,19
1792,2064,22
1794,3098,5
1795,2168,3
1795,3967,4
1795,1712,5
1796,3870,3
1796,3917,3
1796,3949,4
1796,1629,5
1796,4172,6
1796,2007,16
1797,1575,5
1798,3894,3
1798,3201,5
1798,4009,5
1798,1825,6
1798,1631,24
1798,1731,24
1798,1883,24
1798,4210,24
1799,1957,3
1799,3885,3
1799,4184,3
1799,4258,4
1799,4101,5
1799,4307,5
1799,1828,6
1799,3948,6
1800,1406,5
1800,4669,5
1801,1583,5
1801,1715,6
1801,1762,6
1802,1992,3
1802,4085,4
1802,4886,5
1802,1821,6
1802,1466,19
1805,3866,3
1805,1551,5
1805,4035,6
1805,2287,22
1806,2241,3
1806,4012,3
1806,3949,4
1806,3369,5
1806,1841,6
1807,2062,3
1807,2140,3
1807,2219,3
1807,4043,3
1807,4097,3
1807,4197,3
1807,4052,4
1807,1452,5
1807,4288,5
1807,1560,6
1807,1599,6
1807,1753,6
1807,3864,6
1807,4056,6
1807,1764,15
1811,4084,3
1811,1666,5
1811,2318,16
1812,2375,3
1814,2433,3
1814,2973,5
1814,4054,5
1814,1779,6
1814,1999,6
1814,3608,6
1815,1466,5
1815,1492,5
1815,1492,6
1815,4886,6
1815,1466,19
1816,1630,5
1816,1763,6
1816,3919,6
1819,3051,3
1819,3051,25
1821,4904,3
1821,4886,5
1821,1802,6
1821,1466,19
1822,2802,3
1822,4191,4
1822,4429,6
1825,2044,3
1825,3878,3
1825,3993,4
1825,3201,5
1825,4009,5
1825,1798,6
1825,1265,19
1825,1631,24
1825,1731,24
1825,1883,24
1825,4210,24
1826,1986,3
1826,1600,5
1828,4101,5
1828,4307,5
1828,1799,6
1828,3948,6
1828,1265,19
1828,1454,19
1829,4905,3
1829,3384,6
1831,1656,5
1831,1682,5
1833,2205,3
1833,3217,15
1834,1102,19
1835,2235,3
1835,4059,4
1835,1623,5
1836,2347,3
1836,4028,3
1836,4030,4
1836,1695,5
1836,4029,5
1836,4759,6
1837,2407,3
1841,3369,5
1841,1806,6
1841,907,19
1842,1634,5
1843,1689,5
1843,2011,6
1843,4917,6
1850,1662,5
1850,4023,5
1850,3520,6
1851,2397,3
1851,2398,3
1851,1784,5
1851,3780,6
1851,4025,6
1851,1318,19
1854,2296,3
1865,1651,5
1865,4293,5
1865,1756,6
1865,3949,6
1865,1626,7
1865,1519,19
1866,3990,5
1866,3991,5
1866,2026,6
1866,2163,6
1866,1485,19
1871,2663,3
1871,3873,3
1871,4236,3
1871,4359,4
1871,1620,5
1873,2036,3
1873,1617,5
1873,3018,6
1875,1665,5
1875,2040,22
1876,2443,3
1876,4295,4
1876,1657,5
1876,1111,19
1877,4906,3
1882,3869,3
1882,4063,3
1882,4761,4
1882,4866,5
1882,1415,19
1882,3869,22
1883,2012,3
1883,1362,5
1883,1631,5
1883,1631,6
1883,4210,6
1883,1798,24
1883,1825,24
1884,1965,3
1884,2202,3
1885,2276,3
1885,1900,6
1886,2430,3
1886,4907,6
1886,3965,16
1888,4283,3
1888,4908,3
1888,5008,3
1888,1460,5
1889,1693,5
1889,2347,22
1896,2366,3
1896,1713,5
1896,1974,6
1896,1510,19
1898,2261,3
1898,4295,3
1898,1714,5
1898,2020,6
1900,1885,6
1901,2009,6
1902,2554,3
1902,4289,3
1902,3883,4
1902,4049,4
1902,1670,5
1902,1716,5
1902,3960,5
1902,3971,6
1902,2459,16
1902,4322,25
1902,4339,25
1903,4080,3
1903,5012,3
1903,3958,4
1903,4097,4
1903,1759,5
1903,3947,5
1903,1982,6
1903,3918,6
1903,4103,6
1903,3958,11
1903,4097,11
1903,1484,19
1912,4412,5
1912,4131,6
1912,2568,22
1919,2348,3
1928,2110,3
1930,2085,3
1930,2301,3
1930,1788,5
1930,4910,6
1932,4277,3
1932,4278,4
1933,1786,5
1933,4820,5
1933,1940,6
1933,4094,6
1933,4104,6
1933,4105,6
1934,2466,5
1934,3704,6
1934,4911,6
1934,2466,15
1934,2466,22
1939,4439,5
1939,1985,6
1939,3281,6
1939,4440,6
1939,4498,6
1940,1786,5
1940,4820,5
1940,1933,6
1940,4094,6
1940,4104,6
1940,4105,6
1940,1778,7
1940,1778,13
1942,2222,6
1946,1743,5
1946,1996,6
1947,4912,3
1947,4887,5
1947,3552,6
1947,1652,13
1947,1475,19
1949,3961,3
1949,1731,5
1949,4156,5
1949,4049,6
1957,3874,3
1957,3873,4
1957,3876,4
1957,3877,4
1957,1799,5
1957,4258,5
1957,3885,6
1957,4184,6
1957,4305,10
1957,3877,11
1957,2597,22
1960,2033,6
1960,3707,6
1963,4353,4
1963,4549,16
1965,1884,5
1965,2202,6
1965,3101,16
1966,2463,3
1966,2747,3
1966,885,7
1966,1566,19
1967,4147,4
1967,3842,5
1969,4110,3
1969,4341,3
1969,1705,5
1969,2077,6
1969,4095,6
1971,2674,3
1973,2459,3
1973,3870,4
1974,2661,3
1974,4359,4
1974,1713,5
1974,1896,6
1974,4055,7
1974,4359,11
1974,1510,19
1976,2253,3
1976,2254,3
1976,3934,3
1976,3874,4
1976,3882,4
1976,3908,4
1976,3937,4
1976,4277,4
1976,1767,5
1976,4207,5
1976,3968,6
1976,4062,6
1976,3908,11
1976,4277,11
1977,2608,3
1979,3383,5
1979,1791,6
1980,2456,3
1980,4821,3
1981,2328,3
1981,2372,3
1981,4267,4
1981,1780,5
1981,3999,5
1981,3868,6
1981,4000,6
1981,1637,19
1982,1759,5
1982,3947,5
1982,1903,6
1982,3918,6
1982,4103,6
1982,1484,19
1983,4005,4
1983,1660,5
1983,3948,5
1985,4439,5
1985,1939,6
1985,3281,6
1985,4440,6
1985,4498,6
1986,1826,5
1988,4561,5
1990,1568,19
1991,4236,4
1991,1763,5
1991,2264,6
1992,2488,3
1992,4913,3
1992,4914,4
1992,1802,5
1992,4085,5
1993,2341,3
1993,2350,3
1993,3869,3
1993,4001,3
1993,4242,4
1993,4706,5
1993,4242,11
1993,1471,19
1996,1743,5
1996,1946,6
1998,3881,3
1998,4264,3
1998,3879,4
1998,4105,4
1998,3939,5
1998,4784,5
1998,3880,6
1998,4265,6
1998,1751,13
1998,1102,26
1999,2973,5
1999,4054,5
1999,1779,6
1999,1814,6
1999,3608,6
2001,4915,5
2001,2581,22
2004,4916,3
2007,1796,16
2009,1901,6
2010,2403,3
2010,2435,3
2010,4348,3
2010,4747,3
2010,4279,5
2010,4280,5
2011,2235,3
2011,4059,4
2011,1689,5
2011,1696,5
2011,1843,6
2011,4917,6
2012,3878,4
2012,1883,5
2012,1362,19
2012,1631,19
2014,3476,5
2018,2965,3
2018,3366,5
2020,2439,3
2020,3968,4
2020,4062,4
2020,1714,5
2020,1898,6
2021,2396,3
2021,4077,4
2021,1318,19
2022,2313,3
2023,2489,3
2023,3960,4
2023,4269,4
2023,1565,5
2023,3996,5
2023,3862,6
2023,3863,6
2023,4023,6
2023,4270,6
2023,1728,7
2026,4198,3
2026,3990,5
2026,3991,5
2026,1866,6
2026,2163,6
2026,1485,19
2027,4036,5
2027,4047,5
2027,4036,7
2028,3785,3
2028,2263,6
2028,1746,16
2028,2439,20
2031,2467,3
2031,3018,5
2031,1617,19
2031,4765,25
2032,1749,5
2032,4711,5
2032,1741,7
2033,1960,6
2033,3707,6
2036,1873,5
2036,1617,19
2038,2931,3
2038,4712,3
2038,4713,5
2038,1626,19
2038,1471,26
2040,4043,4
2040,1787,5
2040,2247,6
2040,1875,7
2040,3908,21
2040,1665,31
2042,2426,3
2042,3402,3
2042,1704,5
2044,2374,3
2044,2559,3
2044,4186,3
2044,1825,5
2044,3993,5
2044,3878,6
2045,4034,7
2050,2458,3
2050,2575,3
2050,1715,5
2056,2438,3
2056,4920,5
2062,2867,3
2062,3430,3
2062,3921,3
2062,1807,5
2062,4052,5
2062,2140,6
2062,2219,6
2062,4043,6
2062,4097,6
2062,4197,6
2064,2338,3
2064,1792,5
2064,2176,6
2064,1792,7
2064,2338,22
2068,4045,3
2069,1476,19
2071,3780,5
2071,4759,5
2071,2082,6
2072,2563,3
2072,3928,3
2072,3940,4
2072,4004,4
2072,4078,5
2072,4093,5
2072,2216,6
2072,3940,11
2072,4004,11
2072,4082,13
2074,3954,3
2074,4714,3
2074,4715,5
2075,2633,3
2075,1781,5
2075,3776,6
2075,5034,6
2077,2392,3
2077,2497,3
2077,2523,3
2077,4143,3
2077,3878,4
2077,4083,4
2077,1705,5
2077,1969,6
2077,4095,6
2078,4762,3
2078,1701,5
2078,2150,6
2078,2175,6
2078,3045,6
2080,4525,3
2082,2572,3
2082,4763,3
2082,3906,4
2082,3780,5
2082,4759,5
2082,2071,6
2082,1077,16
2085,2581,3
2085,1930,5
2085,2301,6
2085,1788,19
2085,2373,20
2085,1520,26
2087,2773,3
2087,3234,6
2088,3671,3
2088,4164,3
2088,4461,3
2088,4791,3
2088,3984,4
2088,4514,5
2088,2182,6
2088,4610,19
2093,2861,3
2093,3101,16
2096,3927,3
2100,4019,3
2100,4407,5
2103,3951,3
2104,2597,3
2104,3909,3
2104,4251,3
2104,3884,4
2104,4252,4
2104,4299,5
2104,2927,25
2107,2758,3
2107,2914,3
2107,4249,3
2107,4292,3
2107,4191,4
2107,4908,5
2110,1928,5
2117,2564,3
2117,3930,3
2117,4070,3
2117,3933,4
2119,4716,3
2119,3937,4
2119,1650,5
2119,4032,5
2119,1270,19
2119,1613,19
2120,3901,3
2120,3963,3
2120,3973,3
2120,3870,4
2120,885,5
2120,885,19
2120,3538,21
2121,3940,17
2128,5464,3
2131,4719,3
2140,4008,3
2140,4058,3
2140,3992,4
2140,4765,4
2140,1807,5
2140,4052,5
2140,2062,6
2140,2219,6
2140,4043,6
2140,4097,6
2140,4197,6
2140,1452,19
2140,3430,22
2140,3921,22
2142,4318,3
2142,3961,4
2150,2480,3
2150,1701,5
2150,2078,6
2150,2175,6
2150,3045,6
2151,4921,3
2151,4197,4
2151,1655,5
2151,1655,19
2152,3654,5
2157,3372,5
2157,1558,19
2162,2640,3
2162,4361,25
2163,3990,5
2163,3991,5
2163,1866,6
2163,2026,6
2163,1485,19
2164,1561,19
2164,1575,19
2168,3876,3
2168,4336,3
2168,3927,4
2168,1795,5
2168,3967,5
2168,1712,19
2168,3165,21
2169,3234,5
2170,4035,5
2170,4922,5
2170,1551,19
2175,1701,5
2175,2078,6
2175,2150,6
2175,3045,6
2176,2515,3
2176,1792,5
2176,2064,6
2177,4306,3
2178,2609,3
2181,2573,3
2181,4011,3
2182,4514,5
2182,2088,6
2184,3653,6
2191,1692,5
2191,3908,6
2196,2416,3
2196,2664,3
2196,3938,3
2196,2197,4
2197,2196,4
2197,4232,8
2197,4970,8
2197,2416,12
2197,2664,12
2197,3938,12
2198,2205,5
2202,1884,8
2202,1965,9
2205,2198,3
2205,1833,5
2205,2394,22
2211,4822,7
2216,2632,3
2216,3966,4
2216,4078,5
2216,4093,5
2216,2072,6
2216,3966,11
2216,4082,13
2219,3922,3
2219,4190,3
2219,3893,4
2219,4053,4
2219,1807,5
2219,4052,5
2219,2062,6
2219,2140,6
2219,4043,6
2219,4097,6
2219,4197,6
2219,3936,7
2222,1942,6
2226,2762,3
2226,4895,5
2226,1621,19
2234,4196,3
2234,4306,4
2234,1790,5
2234,4196,22
2235,3769,3
2235,1835,5
2235,2011,5
2235,4059,5
2241,2754,3
2241,3890,3
2241,4229,3
2241,4261,3
2241,4343,3
2241,3883,4
2241,4260,4
2241,1806,5
2241,3949,5
2241,3870,6
2241,3917,6
2241,3958,6
2241,4012,6
2241,4259,6
2241,4262,10
2241,4260,11
2241,2459,15
2241,1651,19
2241,907,26
2247,1787,5
2247,2040,6
2247,1635,19
2247,3908,21
2248,2571,3
2250,2725,3
2250,4943,3
2250,4923,4
2250,4885,19
2253,4058,4
2253,1976,5
2253,3908,5
2253,2254,6
2253,3934,6
2253,3935,6
2254,3910,3
2254,3902,4
2254,1976,5
2254,3908,5
2254,2253,6
2254,3934,6
2254,3935,6
2256,4124,16
2260,4089,4
2261,2896,3
2261,3920,4
2261,1898,5
2261,4295,6
2261,3920,11
2262,3935,3
2262,3908,4
2262,1645,5
2262,3929,5
2262,1783,6
2262,2300,6
2262,3920,6
2262,3937,6
2262,4284,6
2262,1649,19
2263,2028,6
2264,2699,3
2264,3970,3
2264,4012,4
2264,1763,5
2264,1991,6
2272,2739,3
2272,4766,3
2272,3890,4
2274,2543,3
2274,4767,4
2276,1885,5
2280,4924,3
2282,3879,6
2282,1627,16
2282,4038,16
2284,4158,5
2284,4159,6
2287,1805,7
2290,2394,3
2290,4768,5
2290,2356,6
2290,1568,19
2291,4065,3
2291,4064,4
2291,4064,5
2291,4065,6
2292,2777,3
2292,4130,13
2293,4092,4
2293,3645,5
2294,3981,4
2294,4717,5
2294,4137,7
2296,2729,3
2296,4135,3
2296,4063,4
2296,4075,4
2296,1854,5
2297,4062,4
2297,4143,4
2297,4783,4
2297,3878,16
2297,4100,19
2300,3934,4
2300,1746,5
2300,3929,5
2300,1783,6
2300,2262,6
2300,3867,6
2300,3920,6
2300,3937,6
2300,4284,6
2301,1930,5
2301,2085,6
2303,2534,3
2303,3883,3
2303,3884,4
2303,1764,5
2303,2567,6
2305,2823,3
2308,3587,5
2308,3744,5
2308,4119,5
2308,4351,5
2312,4926,4
2312,4116,5
2312,4927,16
2313,2399,3
2313,4776,3
2313,2022,5
2316,2971,3
2316,1718,5
2316,1417,19
2318,3154,3
2318,4718,3
2318,1811,16
2319,4853,15
2321,3905,3
2321,3962,3
2321,4813,3
2321,4112,5
2324,4719,4
2325,3304,3
2325,4010,4
2326,1786,19
2328,2860,3
2328,4762,4
2328,1981,5
2328,4267,5
2328,2372,6
2329,3884,3
2329,4830,3
2329,4184,4
2329,4303,5
2331,4141,5
2333,3972,5
2336,4114,5
2338,4769,3
2338,2064,5
2338,2064,7
2340,1523,5
2340,3190,5
2340,3915,5
2340,3190,6
2341,2931,3
2341,3913,3
2341,3901,4
2341,3924,4
2341,1993,5
2341,4242,5
2341,2350,6
2341,3869,6
2341,4001,6
2341,4063,6
2341,1067,26
2344,4147,6
2344,4157,6
2347,3882,3
2347,4262,4
2347,1836,5
2347,4030,5
2347,4028,6
2347,1889,7
2347,1424,26
2347,1513,26
2348,1919,5
2350,2895,3
2350,1993,5
2350,4242,5
2350,2341,6
2350,3869,6
2350,4001,6
2350,4063,6
2356,2781,3
2356,4768,5
2356,2290,6
2356,1568,19
2358,2768,3
2358,4929,5
2359,3496,3
2366,3928,4
2366,1896,5
2370,2803,3
2370,4249,4
2370,3885,5
2370,3886,5
2370,4250,25
2372,3882,4
2372,1981,5
2372,4267,5
2372,2328,6
2373,4053,6
2373,2085,23
2374,2044,5
2374,2559,6
2374,4186,6
2375,1812,5
2376,2542,3
2376,3952,3
2376,2542,6
2376,3952,6
2379,3953,3
2379,4328,3
2379,4811,3
2379,4142,5
2381,3920,4
2381,3926,5
2381,4720,5
2381,3925,7
2381,3925,19
2383,2626,6
2392,3903,3
2392,3904,3
2392,3912,3
2392,3914,3
2392,4175,3
2392,4187,3
2392,4253,3
2392,4721,3
2392,5160,3
2392,3893,4
2392,3909,4
2392,4015,4
2392,4110,4
2392,4722,4
2392,2077,5
2392,3878,5
2392,2497,6
2392,2523,6
2392,4143,6
2392,3909,11
2392,4110,11
2392,1705,19
2394,3988,4
2394,2290,5
2394,2205,7
2394,3988,11
2396,3911,3
2396,4254,3
2396,4255,3
2396,3909,4
2396,2021,5
2396,4077,5
2396,2398,16
2397,1851,5
2397,2398,6
2398,1851,5
2398,2397,6
2398,2396,16
2399,2313,5
2399,4776,6
2401,2821,3
2403,2010,5
2403,2435,6
2403,3495,6
2403,4348,6
2403,4747,6
2407,1837,5
2408,2496,6
2408,5173,7
2416,2196,5
2416,2197,5
2416,2664,6
2416,3938,6
2417,4044,5
2422,5158,19
2426,2042,5
2426,3402,6
2429,4931,6
2429,4329,22
2430,3895,3
2430,3894,4
2430,1886,5
2433,4304,3
2433,4932,3
2433,4971,3
2433,3973,4
2433,1814,5
2435,3495,3
2435,2010,5
2435,2403,6
2435,3495,6
2435,4348,6
2435,4747,6
2438,2056,5
2439,2020,5
2439,3968,5
2439,2028,23
2440,1613,19
2442,2506,6
2443,4176,3
2443,3893,4
2443,1876,5
2443,4295,5
2445,4131,5
2445,4132,5
2445,2568,6
2449,4291,6
2450,4016,5
2450,2477,6
2450,3775,6
2450,3888,6
2450,4364,6
2456,1980,5
2456,4821,6
2456,3955,7
2457,4354,4
2457,4933,5
2458,4256,3
2458,3963,4
2458,2050,5
2458,2575,6
2458,2742,15
2459,3890,4
2459,4008,4
2459,1973,5
2459,3870,5
2459,3901,6
2459,3963,6
2459,3973,6
2459,3917,7
2459,4008,11
2459,2241,13
2459,1,16
2459,226,16
2459,1902,16
2459,2489,16
2459,4461,16
2459,1651,54
2463,1966,5
2463,2747,6
2466,1934,3
2466,3704,3
2466,4911,3
2466,4911,5
2466,4945,5
2466,1934,7
2466,1934,13
2467,4765,3
2467,2031,5
2477,4016,5
2477,2450,6
2477,3775,6
2477,3888,6
2477,4364,6
2478,4937,3
2478,3866,5
2478,3867,5
2478,3877,6
2480,2150,5
2488,1992,5
2488,4914,5
2488,4913,6
2489,4070,4
2489,2023,5
2489,4269,5
2489,1728,7
2489,2459,16
2489,4461,16
2495,3962,4
2495,3526,5
2495,3526,7
2496,2408,6
2497,2077,5
2497,3878,5
2497,2392,6
2497,2523,6
2497,4143,6
2499,3928,4
2499,3928,11
2500,4442,6
2501,4393,5
2502,3983,7
2502,3983,23
2506,2442,6
2506,4938,13
2512,5521,3
2515,3987,3
2515,3989,3
2515,4333,3
2515,3928,4
2515,4069,4
2515,2176,5
2515,3986,7
2515,4185,7
2515,3928,11
2515,4069,11
2518,3902,3
2518,4294,3
2518,3080,5
2518,4939,5
2518,3906,6
2520,4192,3
2520,4312,4
2520,1756,7
2520,4294,22
2520,3950,25
2521,4812,3
2523,2077,5
2523,3878,5
2523,2392,6
2523,2497,6
2523,4143,6
2524,3129,5
2524,4057,21
2534,4327,3
2534,4830,4
2534,2303,5
2534,2597,6
2534,3883,6
2534,3909,6
2534,4251,6
2536,3615,3
2536,3971,5
2536,4283,5
2536,4282,6
2536,4315,22
2537,4017,6
2537,4018,19
2542,4330,3
2542,4334,3
2542,4357,3
2542,4733,3
2542,2376,5
2542,2376,6
2542,3952,6
2543,4770,3
2543,4771,3
2543,2274,5
2543,4767,5
2550,4772,5
2550,2819,13
2553,4237,3
2553,4238,3
2553,4239,3
2553,4742,4
2553,4290,5
2553,2898,6
2553,4724,19
2553,4723,25
2554,4322,3
2554,4339,3
2554,1902,5
2554,3890,6
2554,4229,6
2554,4261,6
2554,4289,6
2554,4343,6
2559,2044,5
2559,2374,6
2559,4186,6
2560,3900,4
2560,3899,5
2562,2852,3
2563,2072,5
2563,3940,5
2563,3928,6
2564,2117,5
2564,3933,5
2564,3930,6
2564,4070,6
2567,1764,5
2567,2303,6
2568,4131,5
2568,4132,5
2568,2445,6
2568,1912,7
2570,4723,3
2570,4025,5
2570,1784,19
2571,3950,3
2571,4194,3
2571,4192,4
2571,2248,5
2571,4192,11
2572,3781,3
2572,2082,5
2572,4174,6
2572,4684,6
2572,4729,6
2572,4763,6
2572,4864,6
2573,5443,3
2573,2181,5
2573,4011,6
2575,2742,3
2575,2050,5
2575,2458,6
2576,3857,5
2576,2617,6
2581,2930,3
2581,4166,3
2581,4940,3
2581,2085,5
2581,2001,7
2583,3035,3
2593,3126,5
2597,4174,3
2597,3906,4
2597,4190,4
2597,4192,4
2597,2104,5
2597,3884,5
2597,2534,6
2597,3883,6
2597,3909,6
2597,4251,6
2597,1957,7
2597,4304,10
2597,3906,11
2597,4190,11
2597,3950,22
2597,4194,22
2598,4358,3
2598,4857,3
2598,4357,4
2608,1977,5
2609,2178,5
2617,3857,5
2617,2576,6
2620,2621,6
2621,2620,6
2626,2383,6
2629,3403,5
2632,2216,5
2632,3966,5
2633,2075,5
2635,4136,5
2639,4851,4
2639,3037,5
2639,4251,5
2639,2927,6
2640,2162,5
2659,4113,5
2661,4941,3
2661,1974,5
2661,4359,5
2661,2663,6
2661,3873,6
2661,4236,6
2663,2689,3
2663,4181,3
2663,3934,4
2663,1871,5
2663,4359,5
2663,2661,6
2663,3873,6
2663,4236,6
2664,4684,3
2664,3906,4
2664,2196,5
2664,2197,5
2664,2416,6
2664,3938,6
2669,3891,3
2669,3892,3
2674,1971,5
2676,4345,5
2679,2801,6
2686,2720,6
2689,2663,5
2689,3934,5
2689,4181,6
2699,4195,3
2699,2264,5
2699,4012,5
2699,3970,6
2709,4774,4
2711,4942,3
2711,3552,5
2717,3180,5
2719,3519,5
2719,3517,6
2720,2686,6
2725,2250,5
2725,4923,5
2725,4943,6
2729,2296,5
2729,4075,5
2729,4135,6
2739,4775,3
2739,4776,4
2739,2272,5
2739,3890,5
2739,4766,6
2742,2575,5
2742,2458,13
2744,4072,6
2747,1966,5
2747,2463,6
2754,2241,5
2754,4260,5
2754,3890,6
2754,4229,6
2754,4261,6
2754,4289,6
2754,4343,6
2758,4313,3
2758,4355,3
2758,4356,3
2758,3940,4
2758,4248,4
2758,4766,4
2758,2107,5
2758,4191,5
2758,2802,6
2758,2914,6
2758,4249,6
2758,4292,6
2762,2226,5
2768,2358,5
2773,2087,5
2777,2292,5
2781,3895,4
2781,2356,5
2788,4946,3
2788,4193,6
2801,2679,6
2802,4825,4
2802,1822,5
2802,4191,5
2802,2758,6
2802,2914,6
2802,4249,6
2802,4292,6
2803,2370,5
2803,4249,5
2806,2863,6
2808,4179,3
2808,4297,3
2808,4828,3
2808,4947,3
2808,4948,3
2808,3980,4
2808,4174,4
2808,4254,4
2808,4949,5
2808,4177,6
2808,4182,6
2817,3443,6
2819,4777,5
2819,3985,7
2819,2550,15
2821,4778,3
2821,4341,4
2821,2401,5
2823,4730,3
2823,4825,3
2823,2305,5
2823,4730,6
2823,4825,6
2823,4041,7
2834,3953,4
2834,2981,5
2834,4364,5
2834,4016,13
2836,3268,3
2836,5168,3
2852,2562,5
