id,name,nomen,sexid,born,died
1147,ANON1147 Q. - (?),-,1,-225,-125
1148,SALO1148 C. Salonius (*2),Salonius,1,-225,-100
1149,IUNI1149 D. Iunius (45) Brutus,Iunius,1,-225,-125
1151,MANL1151 A. Manlius (90) Cn. f. L. n. Vulso,Manlius,1,-221,-125
1152,AELI1152 Q. Aelius (153) Tubero,Aelius,1,-225,-125
1154,PORC1154 L. Porcius (23) L. f. M. n. Pap. Licinus,Porcius,1,-226,-125
1157,SEMP1157 M. Sempronius (95) M. f. C. n. Tuditanus,Sempronius,1,-225,-174
1158,MINU1158 P. Minucius (21),Minucius,1,-225,-125
1160,GENU1160 M. Genucius (7),Genucius,1,-225,-193
1161,MARC1161 M. Marcius (21),Marcius,1,-225,-193
1162,MARC1162 Q. Marcius (21),Marcius,1,-225,-193
1163,"BAEB1163 M. Baebius (44, cf. 1, 16) Q. f. Cn. n. Tamphilus",Baebius,1,-230,-125
1164,FULV1164 M. Fulvius (44) Centumalus,Fulvius,1,-225,-125
1165,SALO1165 Q. Salonius (not in RE) Sarra,Salonius,1,-225,-125
1166,TUCC1166 M. Tuccius (5),Tuccius,1,-225,-125
1167,TITI1167 C. Titinius (5),Titinius,1,-225,-125
1168,"TITI1168 M. Titinius (20, cf. 12, 13) Curvus",Titinius,1,-218,-125
1169,CORN1169 A. Cornelius (258) Mammula,Cornelius,1,-225,-125
1170,POST1170 Sp. Postumius (44) L. f. A. n. Albinus,Postumius,1,-219,-180
1171,SEMP1171 P. Sempronius (31) Blaesus,Sempronius,1,-225,-125
1172,POST1172 A. Postumius (46) A. f. A. n. Albinus (Luscus),Postumius,1,-219,-100
1173,SULP1173 C. Sulpicius (66) C. f. C. n. Galus,Sulpicius,1,-209,-100
1174,ORFI1174 Sex. Orfidienus (col. 1019),Orfidienus,1,-225,-125
1175,AEMI1175 L. Aemilius (127) Regillus,Aemilius,1,-225,-175
1176,ATIN1176 C. Atinius (9) Hor. Labeo,Atinius,1,-225,-125
1177,AURU1177 L. Aurunculeius (4),Aurunculeius,1,-225,-175
1178,FULV1178 Cn. Fulvius (12),Fulvius,1,-225,-125
1179,FURI1179 C. Furius (31) Aculeo,Furius,1,-225,-125
1180,AEMI1180 M. Aemilius (69) Lepidus,Aemilius,1,-210,-125
1181,ANTO1181 Q. Antonius (33),Antonius,1,-225,-125
1182,SEMP1182 Ti. Sempronius (53) P. f. Ti. n. Gracchus,Sempronius,1,-220,-100
1183,TERE1183 A. Terentius (80) Varro,Terentius,1,-225,-100
1184,CLAU1184 M. Claudius (204) Lepidus,Claudius,1,-225,-125
1185,AEMI1185 M. Aemilius (129) (Regillus),Aemilius,1,-225,-190
1186,AEMI1186 L. Aemilius (138) Scaurus,Aemilius,1,-225,-125
1187,ATIL1187 M. Atilius (68) Serranus,Atilius,1,-215,-100
1188,FABI1188 Q. Fabius (127) Q. f. Pictor,Fabius,1,-230,-167
1190,PLAU1190 L. Plautius (19) Hypsaeus,Plautius,1,-225,-125
1191,CLAU1191 P. Claudius (305) Ap. f. P. n. Pulcher,Claudius,1,-221,-125
1192,SULP1192 Ser. Sulpicius (57) Galba,Sulpicius,1,-225,-125
1193,CAEC1193 A. Caecilius (10),Caecilius,1,-225,-100
1194,FULV1194 Q. Fulvius (60) Cn. f. M. n. Flaccus,Fulvius,1,-222,-125
1195,SEMP1195 P. Sempronius (49) Gracchus,Sempronius,1,-225,-125
1196,SEMP1196 C. Sempronius (81) Rutilus,Sempronius,1,-225,-125
1197,CORN1197 Cn. Cornelius (268) Merula,Cornelius,1,-225,-125
1198,AURE1198 M. Aurelius (104) Cotta,Aurelius,1,-225,-125
1200,VALE1200 C. Valerius (208) M. f. P. n. Laevinus,Valerius,1,-219,-100
1201,VALE1201 M. Valerius (252) M. f. M'. n. Messalla,Valerius,1,-224,-100
1204,MANL1204 L. Manlius (47) Acidinus Fulvianus,Manlius,1,-222,-125
1205,MARC1205 Q. Marcius (79) L. f. Q. n. Philippus,Marcius,1,-230,-100
1206,STER1206 C. Stertinius (4),Stertinius,1,-225,-125
1207,VALE1207 C. Valerius (349) Tappo,Valerius,1,-225,-125
1208,"FABI1208 Q. Fabius (32, 58) (Buteo)",Fabius,1,-225,-125
1209,FABI1209 Q. Fabius (105) Maximus,Fabius,1,-225,-125
1212,CORN1212 P. Cornelius (95) L. f. P. n. Cethegus,Cornelius,1,-217,-100
1213,FURI1213 M. Furius (63) Luscus,Furius,1,-225,-125
1214,SEMP1214 C. Sempronius (30) Blaesus,Sempronius,1,-217,-100
1215,ABUR1215 M. Aburius (2),Aburius,1,-216,-125
1216,MUMM1216 L. Mummius (7),Mummius,1,-217,-125
1217,MUMM1217 Q. Mummius (11),Mummius,1,-225,-125
1218,PETI1218 Q. Petillius (4),Petillius,1,-225,-125
1219,"PETI1219 Q. Petillius (11, cf. 4) C. f. Q. n. Spurinus",Petillius,1,-219,-176
1220,"ATIN1220 C. Atinius (1, 2)",Atinius,1,-225,-186
1221,AURE1221 C. Aurelius (213) Scaurus,Aurelius,1,-225,-125
1222,CALP1222 C. Calpurnius (62) C. f. C. n. Piso,Calpurnius,1,-230,-180
1223,CORN1223 P. Cornelius (384) Sulla,Cornelius,1,-225,-125
1224,"LICI1224 M. Licinius (1?, 108) Lucullus",Licinius,1,-225,-125
1225,MAEN1225 T. Maenius (15),Maenius,1,-225,-125
1226,QUIN1226 L. Quinctius (37) Crispinus,Quinctius,1,-225,-125
1227,AFRA1227 C. Afranius (15) Stellio,Afranius,1,-250,-125
1228,"ATIL1228 C. Atilius (63, cf. 60) Serranus",Atilius,1,-225,-125
1229,"CLAU1229 M. Claudius (223, 224) M. f. M. n. Marcellus",Claudius,1,-230,-169
1231,POST1231 L. Postumius (62) Tempsanus,Postumius,1,-225,-125
1232,VALE1232 M. Valerius (210) Laevinus,Valerius,1,-220,-100
1233,PUPI1233 L. Pupius (5),Pupius,1,-225,-100
1234,SICI1234 Cn. Sicinius (8),Sicinius,1,-225,-100
1235,CLAU1235 Ti. Claudius (250) Nero,Claudius,1,-225,-125
1236,IUVE1236 L. Iuventius (29) Thalna,Iuventius,1,-225,-125
1237,QUIN1237 T. Quinctilius (18) Varus,Quinctilius,1,-225,-125
1238,CORN1238 P. Cornelius (96) Cethegus,Cornelius,1,-225,-125
1239,DECI1239 C. Decimius (9) Flavus,Decimius,1,-229,-184
1240,"NAEV1240 Q. Naevius (4, 16) Matho",Naevius,1,-218,-125
1241,SEMP1241 P. Sempronius (65) Longus,Sempronius,1,-225,-183
1242,FULV1242 Q. Fulvius (61) Q. f. M. n. Flaccus,Fulvius,1,-219,-172
1243,CAEL1243 M. Caelius (10),Caelius,1,-225,-125
1244,FANN1244 C. Fannius (6),Fannius,1,-225,-125
1245,MINU1245 C. Minucius (30) Augurinus,Minucius,1,-225,-125
1246,NAEV1246 M. Naevius (3),Naevius,1,-225,-125
1247,FULV1247 M. Fulvius (57) Flaccus,Fulvius,1,-225,-100
1248,FULV1248 Q. Fulvius (95) M. f. M. n. Nobilior,Fulvius,1,-204,-75
1249,CORN1249 P. Cornelius (375) Sisenna,Cornelius,1,-225,-125
1250,IULI1250 L. Iulius (27) (Caesar),Iulius,1,-225,-125
1251,POST1251 Sp. Postumius (49) A. f. A. n. Albinus (Paullulus),Postumius,1,-217,-100
1253,AEBU1253 T. Aebutius (10) Parrus,Aebutius,1,-225,-100
1254,CAEC1254 L. Caecilius (49) Denter,Caecilius,1,-225,-125
1255,OGUL1255 M. Ogulnius (4) Gallus,Ogulnius,1,-238,-125
1256,TERE1256 C. Terentius (51) Istra,Terentius,1,-225,-125
1257,ORCH1257 C. Orchius (1),Orchius,1,-225,-125
1258,ANON1258 M. - (?),-,1,-225,-125
1259,"MINU1259 L. Minucius (15, 63) Thermus",Minucius,1,-225,-100
1260,AURE1260 L. Aurelius (97) Cotta,Aurelius,1,-225,-125
1262,DURO1262 L. Duronius (2),Duronius,1,-225,-125
1263,FABI1263 Q. Fabius (58) Buteo,Fabius,1,-225,-100
1264,"PINA1264 M. Pinarius (4, 21?) Rusca (or Posca)",Pinarius,1,-225,-125
1265,"IULI1265 Sex. Iulius (148, 149) Sex. f. L. n. Caesar",Iulius,1,-201,-75
1266,SERV1266 M. Servilius (18) M. f. C. n.,Servilius,1,-199,-100
1267,SULP1267 L. Sulpicius (14),Sulpicius,1,-225,-125
1268,ACIL1268 L. Acilius (6),Acilius,1,-225,-125
1269,SCRI1269 C. Scribonius (4),Scribonius,1,-225,-100
1270,ACIL1270 M'. Acilius (36) M'. f. C. n. Glabrio,Acilius,1,-203,-100
1271,PORC1271 L. Porcius (24) L. f. Pap. Licinus,Porcius,1,-225,-100
1272,LUCR1272 C. Lucretius (23) Gallus,Lucretius,1,-225,-100
1273,MATI1273 C. Matienus (2),Matienus,1,-225,-150
1274,CORN1274 P. Cornelius (260) Mammula,Cornelius,1,-225,-125
1275,HOST1275 A. Hostilius (16) L. f. A. n. Mancinus,Hostilius,1,-213,-100
1276,MAEN1276 C. Maenius (10),Maenius,1,-225,-125
1277,MINU1277 Ti. Minucius (43) Molliculus,Minucius,1,-225,-180
1278,POST1278 L. Postumius (41) A. f. A. n. Albinus,Postumius,1,-216,-100
1279,VILL1279 L. Villius (5) Annalis,Villius,1,-211,-100
1281,"FULV1281 M. Fulvius (57, 92) (Nobilior)",Fulvius,1,-225,-125
1282,CORN1282 L. Cornelius (137) Dolabella,Cornelius,1,-225,-125
1283,POPI1283 M. Popillius (24) P. f. P. n. Laenas,Popillius,1,-225,-100
1284,POPI1284 P. Popillius (26) Laenas,Popillius,1,-225,-125
1285,CORN1285 P. Cornelius (331) P. f. P. n. Scipio,Cornelius,1,-215,-150
1286,"FULV1286 Q. Fulvius (29, cf. 95) M. f. Nobilior",Fulvius,1,-196,-75
1287,CLOE1287 P. Cloelius (9) Siculus,Cloelius,1,-225,-125
1288,MUCI1288 P. Mucius (16) Q. f. P. n. Scaevola,Mucius,1,-225,-100
1289,MUCI1289 Q. Mucius (20) Q. f. P. n. Scaevola,Mucius,1,-225,-100
1290,CLAU1290 Ap. Claudius (103) Centho,Claudius,1,-225,-100
1291,SERV1291 Cn. Servilius (45) Cn. f. Cn. n. Caepio,Servilius,1,-215,-100
1292,COMI1292 -. Cominius (1),Cominius,1,-225,-125
1295,CLAU1295 Ti. Claudius (251) Nero,Claudius,1,-225,-100
1296,CLUV1296 C. Cluvius (14) Saxula,Cluvius,1,-225,-100
1297,FONT1297 T. Fonteius (26) Capito,Fonteius,1,-225,-125
1298,"TITI1298 M. Titinius (13, cf. 20)",Titinius,1,-225,-125
1300,AEBU1300 M. Aebutius (7),Aebutius,1,-225,-125
1301,"AELI1301 C. Aelius (6, cf. Caelius 1) (or Caelius)",Aelius,1,-225,-125
1302,AELI1302 T. Aelius (13),Aelius,1,-225,-125
1303,ATIU1303 L. Atius (Attius 5),Atius,1,-225,-125
1304,CASS1304 C. Cassius (55) C. f. C. n. Longinus,Cassius,1,-225,-100
1305,LICI1305 M. Licinius (166) Strabo,Licinius,1,-225,-178
1306,AEBU1306 -. Aebutius (not in RE) T. f.,Aebutius,1,-225,-125
1308,FURI1308 C. Furius (10),Furius,1,-225,-100
1309,"CORN1309 Cn. Cornelius (320, 325) Scipio",Cornelius,1,-225,-125
1310,NUMI1310 C. Numisius (2),Numisius,1,-225,-125
1311,QUIN1311 C. Quinctius (40) Flamininus,Quinctius,1,-225,-125
1312,AELI1312 Q. Aelius (104) P. f. Q. n. Paetus,Aelius,1,-219,-100
1314,LICI1314 A. Licinius (129) Nerva,Licinius,1,-225,-125
1315,PAPI1315 C. Papirius (76) Turdus,Papirius,1,-225,-125
1318,CLAU1318 M. Claudius (225) M. f. M. n. Marcellus,Claudius,1,-208,-148
1319,AQUI1319 L. Aquillius (24) Gallus,Aquillius,1,-225,-125
1320,"CORN1320 M. Cornelius (348, cf. 35) Scipio Maluginensis",Cornelius,1,-225,-150
1321,LICI1321 P. Licinius (60) C. f. P. n. Crassus,Licinius,1,-225,-100
1322,PAPI1322 L. Papirius (62) Maso,Papirius,1,-225,-125
1323,FURI1323 L. Furius (77) Philus,Furius,1,-209,-170
1324,AELI1324 P. Aelius (84) P. f. P. n. Ligus,Aelius,1,-225,-100
1325,BAEB1325 Q. Baebius (40) Sulca,Baebius,1,-225,-100
1326,"CORN1326 Ser. Cornelius (2, 388) Sulla",Cornelius,1,-225,-100
1327,LUTA1327 Cn. Lutatius (11) Cerco,Lutatius,1,-225,-100
1328,POPI1328 C. Popillius (18) P. f. P. n. Laenas,Popillius,1,-225,-100
1329,"ATIL1329 M. Atilius (21, 68) (Serranus)",Atilius,1,-225,-100
1330,CLAU1330 L. Claudius (22),Claudius,1,-225,-100
1331,CORN1331 L. Cornelius (325) Scipio,Cornelius,1,-225,-100
1332,FURI1332 P. Furius (82) Philus,Furius,1,-225,-150
1333,MEMM1333 C. Memmius (4),Memmius,1,-225,-100
1334,"CANU1334 L. Canuleius (6, 12) (Dives)",Canuleius,1,-225,-100
1335,MINU1335 Q. Minucius (23),Minucius,1,-225,-100
1336,SULP1336 C. Sulpicius (50) C. f. Galba,Sulpicius,1,-210,-100
1337,VETU1337 Ti. Veturius (23) Gracchus Sempronianus,Veturius,1,-200,-100
1338,SEMP1338 C. Sempronius (63) Ti. f. Ti. n. Longus,Sempronius,1,-201,-100
1340,CICE1340 C. Cicereius (1),Cicereius,1,-225,-100
1341,FABI1341 N. Fabius (56) Buteo,Fabius,1,-225,-173
1342,SERV1342 C. Servilius (9) (Geminus),Servilius,1,-225,-100
1343,CORN1343 M. Cornelius (259) Mammula,Cornelius,1,-225,-100
1344,CAEC1344 M. Caecilius (50) Denter,Caecilius,1,-225,-100
1345,TREM1345 C. Tremellius (1),Tremellius,1,-225,-100
1346,APPU1346 L. Appuleius (28) Saturninus,Appuleius,1,-225,-100
1347,APPU1347 Q. Appuleius (16),Appuleius,1,-225,-100
1348,CAEC1348 M. Caecilius (16),Caecilius,1,-225,-100
1350,MUNA1350 C. Munatius (5),Munatius,1,-225,-100
1352,CLUV1352 Sp. Cluvius (8),Cluvius,1,-225,-100
1353,IUNI1353 M. Iunius (122) M. f. M. n. Pennus,Iunius,1,-212,-100
1354,LICI1354 C. Licinius (51) C. f. P. n. Crassus,Licinius,1,-225,-100
1355,LUCR1355 Sp. Lucretius (14),Lucretius,1,-225,-100
1356,OCTA1356 Cn. Octavius (17) Cn. f. Cn. n.,Octavius,1,-209,-162
1357,LUCR1357 M. Lucretius (8),Lucretius,1,-225,-100
1358,MARC1358 Q. Marcius (100) Scilla,Marcius,1,-225,-100
1359,MARC1359 M. Marcius (102) Sermo,Marcius,1,-225,-100
1360,DECI1360 M. Decimius (4),Decimius,1,-225,-100
1362,CORN1362 P. Cornelius (202) L. f. L. n. Lentulus,Cornelius,1,-205,-121
1363,CORN1363 Ser. Cornelius (208a) Lentulus,Cornelius,1,-225,-100
1364,DECI1364 L. Decimius (3),Decimius,1,-225,-100
1365,PLAE1365 C. Plaetorius (4),Plaetorius,1,-225,-100
1366,DOMI1366 Cn. Domitius (19) Cn. f. L. n. Ahenobarbus,Domitius,1,-200,-125
1367,CANI1367 C. Caninius (8) Rebilus,Caninius,1,-225,-100
1369,FULV1369 M. Fulvius (93) M. f. M. n. Nobilior,Fulvius,1,-225,-100
1370,"MANL1370 -. Manlius (43, 26?) L. f. Acidinus",Manlius,1,-225,-100
1372,POMP1372 L. Pompeius (10),Pompeius,1,-225,-100
1373,DECI1373 C. Decimius (1),Decimius,1,-209,-100
1374,LICI1374 A. Licinius (131) Nerva,Licinius,1,-225,-100
1375,ABUR1375 C. Aburius (1),Aburius,1,-225,-100
1376,CARV1376 Sp. Carvilius (7),Carvilius,1,-225,-100
1377,CORN1377 M. Cornelius (93) C. f. C. n. Cethegus,Cornelius,1,-203,-100
1378,FULV1378 M. Fulvius (92) (Nobilior),Fulvius,1,-225,-100
1379,MARC1379 P. Marcius (89) Rex,Marcius,1,-225,-100
1380,MINU1380 T. Minucius (58) Rufus,Minucius,1,-225,-100
1382,HORT1382 L. Hortensius (4),Hortensius,1,-225,-100
1383,MAEN1383 Q. Maenius (14),Maenius,1,-225,-100
1384,MANL1384 T. Manlius (83) A. f. T. n. Torquatus,Manlius,1,-199,-75
1385,RAEC1385 M. Raecius (3),Raecius,1,-225,-100
1386,AUFI1386 Cn. Aufidius (4),Aufidius,1,-225,-100
1387,IUVE1387 M'. Iuventius (30) T. f. T. n. Pap. Thalna,Iuventius,1,-225,-163
1388,DIGI1388 Sex. Digitius (3),Digitius,1,-225,-100
1389,"SICI1389 Cn. Sicinius (6, 8)",Sicinius,1,-225,-100
1390,CORN1390 P. Cornelius (76) P. f. Blasio,Cornelius,1,-225,-75
1391,MEMM1391 T. Memmius (19),Memmius,1,-225,-100
1392,CANI1392 M. Caninius (12) Rebilus,Caninius,1,-225,-150
1393,COEL1393 L. Coelius (1) Antipater,Coelius,1,-225,-100
1394,FONT1394 P. Fonteius (24) Capito,Fonteius,1,-200,-100
1395,MARC1395 C. Marcius (61) C. f. Q. n. Figulus,Marcius,1,-200,-100
1396,CORN1396 P. Cornelius (353) P. f. Cn. n. Scipio Nasica Corculum,Cornelius,1,-205,-141
1397,RUTI1397 P. Rutilius (8),Rutilius,1,-200,-100
1398,VOCO1398 Q. Voconius (4) Hor. Saxa,Voconius,1,-200,-100
1399,NUMI1399 T. Numisius (10) Ste. Tarquiniensis,Numisius,1,-200,-100
1400,BAEB1400 L. Baebius (15),Baebius,1,-200,-100
1403,MARC1403 Q. Marcius (80) Q. f. L. n. Philippus,Marcius,1,-200,-100
1404,"ANNI1404 T. Annius (63, 64) T. f. Luscus",Annius,1,-196,-125
1405,DECI1405 P. Decius (20) Subolo,Decius,1,-200,-100
1406,POST1406 L. Postumius (42) Sp. f. L. n. Albinus,Postumius,1,-199,-154
1407,AEBU1407 M. Aebutius (13) Helva,Aebutius,1,-200,-100
1408,ANIC1408 L. Anicius (15) L. f. L. n. Gallus,Anicius,1,-200,-100
1409,"BAEB1409 Cn. Baebius (42, cf. 43) Tamphilus",Baebius,1,-200,-100
1410,FONT1410 P. Fonteius (17) Balbus,Fonteius,1,-200,-100
1411,PAPI1411 C. Papirius (32) Carbo,Papirius,1,-200,-100
1412,TREM1412 Cn. Tremellius (2),Tremellius,1,-200,-100
1413,"MANL1413 L. Manlius (26, cf. 43) (Acidinus)",Manlius,1,-200,-100
1414,STER1414 L. Stertinius (6),Stertinius,1,-200,-100
1415,CORN1415 L. Cornelius (324) Scipio,Cornelius,1,-200,-161
1416,POST1416 C. Postumius (10),Postumius,1,-200,-100
1417,SULP1417 Ser. Sulpicius (58) Ser. f. P. n. Galba,Sulpicius,1,-191,-130
1418,HOST1418 C. Hostilius (3) (Tubulus),Hostilius,1,-200,-100
1420,POST1420 A. Postumius (31) A. f. A. n. Albinus,Postumius,1,-195,-75
1421,ANTO1421 A. Antonius (18),Antonius,1,-200,-100
1422,FABI1422 Q. Fabius (109) Q. f. Q. n. Maximus Aemilianus,Fabius,1,-189,-130
1423,"CORN1423 L. Cornelius (190, 191?) Lentulus",Cornelius,1,-200,-100
1424,CAEC1424 Q. Caecilius (94) Q. f. L. n. Metellus Macedonicus,Caecilius,1,-190,-115
1425,LICI1425 C. Licinius (133) Nerva,Licinius,1,-225,-100
1426,PERP1426 M. Perperna (3),Perperna,1,-200,-100
1427,PETI1427 L. Petillius (2),Petillius,1,-200,-100
1428,POMP1428 -. Pompeius (not in RE),Pompeius,1,-200,-100
1429,AELI1429 Q. Aelius (154) Tro. Tubero,Aelius,1,-225,-100
1430,ANIC1430 Cn. Anicius (3),Anicius,1,-200,-100
1431,ATIL1431 L. Atilius (not in RE),Atilius,1,-200,-100
1433,PORC1433 M. Porcius (14) M. f. M. n. Cato Licinianus,Porcius,1,-200,-152
1434,SERG1434 M. Sergius (41) Silus,Sergius,1,-200,-100
1435,SALV1435 -. Salvius (1),Salvius,1,-200,-100
1436,SEMP1436 T. Sempronius (72) Musca,Sempronius,1,-200,-100
1437,NAEV1437 L. Naevius (11) Balbus,Naevius,1,-200,-100
1438,APPU1438 C. Appuleius (not in RE) Saturninus,Appuleius,1,-200,-100
1439,CASS1439 Q. Cassius (69) L. f. Q. n. Longinus,Cassius,1,-200,-164
1440,CLAU1440 Ti. Claudius (252) Nero,Claudius,1,-200,-100
1441,FULV1441 Cn. Fulvius (13),Fulvius,1,-200,-100
1442,MANL1442 A. Manlius (73) A. f. T. n. Torquatus,Manlius,1,-200,-100
1443,ANTO1443 M. Antonius (27),Antonius,1,-200,-100
1444,POMP1444 M. Pomponius (9),Pomponius,1,-200,-100
1445,SEMP1445 Ti. Sempronius (12),Sempronius,1,-200,-100
1446,TERE1446 P. Terentius (75) Tuscivicanus,Terentius,1,-200,-100
1447,MANI1447 P. Manilius (13),Manilius,1,-200,-100
1448,IUNI1448 L. Iunius (19) (Brutus),Iunius,1,-200,-100
1449,QUIN1449 T. Quinctius (46) T. f. T. n. Flamininus,Quinctius,1,-189,-100
1450,BAEB1450 A. Baebius (8),Baebius,1,-200,-100
1451,GABI1451 -. Gabinius (2),Gabinius,1,-200,-100
1452,CLAU1452 Ap. Claudius (295) Cn. f. Ap. n. Pulcher,Claudius,1,-179,-130
1453,FONT1453 M. Fonteius (11),Fonteius,1,-200,-100
1454,"IULI1454 L. Iulius (28, cf. 127) (Caesar)",Iulius,1,-200,-100
1455,QUIN1455 P. Quinctilius (13) Varus,Quinctilius,1,-200,-100
1456,RUTI1456 P. Rutilius (12) Calvus,Rutilius,1,-200,-100
1457,CORN1457 Cn. Cornelius (132) Cn. f. Cn. n. Dolabella,Cornelius,1,-200,-100
1460,VALE1460 M. Valerius (253) M. f. M. n. Messalla,Valerius,1,-204,-100
1461,FANN1461 C. Fannius (20) C. f. C. n. Strabo,Fannius,1,-200,-100
1462,MEMM1462 Q. Memmius (18),Memmius,1,-200,-100
1463,MANL1463 T. Manlius (16),Manlius,1,-200,-100
1464,SERG1464 M'. Sergius (16),Sergius,1,-200,-100
1465,CORN1465 L. Cornelius (224) Cn. f. L. n. Lentulus Lupus,Cornelius,1,-199,-124
1466,VALE1466 L. Valerius (174) L. f. P. n. Flaccus,Valerius,1,-199,-152
1468,AURE1468 L. Aurelius (179) L. f. L. n. Orestes,Aurelius,1,-200,-75
1469,CORN1469 Cn. Cornelius (269) Merula,Cornelius,1,-200,-100
1470,SERV1470 -. Servilius (64) Glaucia,Servilius,1,-200,-100
1471,AEMI1471 M. Aemilius (70) M'. f. M'. n. Lepidus,Aemilius,1,-200,-75
1472,CORN1472 L. Cornelius (271) Merula,Cornelius,1,-200,-100
1473,APUS1473 P. Apustius (3),Apustius,1,-200,-100
1474,"CORN1474 Cn. Cornelius (175, 177) Cn. f. L. n. Lentulus",Cornelius,1,-200,-75
1475,MARC1475 L. Marcius (46) C. f. C. n. Censorinus,Marcius,1,-200,-75
1476,OPIM1476 Q. Opimius (10) Q. f. Q. n.,Opimius,1,-200,-100
1479,"PETR1479 C. Petronius (86, cf. 89)",Petronius,1,-200,-100
1480,MANI1480 M'. Manilius (12) P. f. P. n.,Manilius,1,-196,-75
1481,CLAU1481 C. Claudius (106) Centho,Claudius,1,-200,-155
1482,AURU1482 C. Aurunculeius (3),Aurunculeius,1,-200,-100
1483,CALP1483 L. Calpurnius (87) C. f. C. n. Piso Caesoninus,Calpurnius,1,-200,-75
1484,LICI1484 L. Licinius (102) Lucullus,Licinius,1,-200,-100
1485,AURE1485 L. Aurelius (98) L.? f. C. n. Cotta,Aurelius,1,-187,-75
1486,TERE1486 -. Terentius (77) Varro,Terentius,1,-200,-154
1487,OPPI1487 L. Oppius (10),Oppius,1,-200,-100
1489,FLAM1489 -. Flaminius (1),Flaminius,1,-200,-100
1492,VALE1492 L. Valerius (175) L. f. L. n. Flaccus,Valerius,1,-180,-75
1494,ACIL1494 M'. Acilius (25) L. f. K. n. Balbus,Acilius,1,-200,-100
1495,"MUMM1495 L. Mummius (7a, 16.1195ff.) L. f. L. n. Achaicus",Mummius,1,-193,-75
1496,AELI1496 -. Aelius (1),Aelius,1,-200,-100
1497,FUFI1497 -. Fufius (1),Fufius,1,-200,-100
1498,ANON1498 Q. - (not in RE),-,1,-200,-100
1499,ATIL1499 M. Atilius (22) (Serranus),Atilius,1,-200,-75
1500,LICI1500 P. Licinius (72) P. f. P. n. Crassus Dives Mucianus,Licinius,1,-169,-130
1502,POST1502 Sp. Postumius (47) Sp. f. Sp. n. Albinus Magnus,Postumius,1,-191,-75
1503,HOST1503 A. Hostilius (17) Mancinus,Hostilius,1,-200,-75
1504,CORN1504 P. Cornelius (335) P. f. P. n. Scipio Africanus Aemilianus,Cornelius,1,-185,-129
1506,CORN1506 Cn. Cornelius (347) Cn. f. Cn. n. Scipio Hispanus,Cornelius,1,-180,-75
1507,IUVE1507 P. Iuventius (31) Thalna,Iuventius,1,-200,-148
1508,HOST1508 L. Hostilius (20) L. f. L. n. Mancinus,Hostilius,1,-200,-75
1509,ATIN1509 -. Atinius (not in RE),Atinius,1,-200,-75
1510,CALP1510 L. Calpurnius (96) L. f. C. n. Piso Frugi,Calpurnius,1,-177,-50
1511,SCRI1511 L. Scribonius (18) Libo,Scribonius,1,-177,-75
1512,"SCAN1512 M. Scantius or Scantinius (Scantius 2, cf. Scantinius 1)",Scantius or Scantinius,1,-200,-75
1513,CORN1513 P. Cornelius (354) P. f. P. n. Scipio Nasica Serapio,Cornelius,1,-180,-132
1514,LICI1514 M. Licinius (22),Licinius,1,-200,-75
1515,MANL1515 L. Manlius (94) Vulso,Manlius,1,-200,-75
1516,PESC1516 C. Pescennius (19.1086),Pescennius,1,-200,-100
1518,FULC1518 L. Fulcinnius (2),Fulcinnius,1,-200,-75
1519,LIVI1519 C. Livius (14) M. f. M. n. Drusus,Livius,1,-200,-75
1520,LICI1520 L. Licinius (120) Murena,Licinius,1,-200,-75
1521,SEMP1521 C. Sempronius (91) Tuditanus,Sempronius,1,-200,-75
1522,VETI1522 C. Vetilius (1),Vetilius,1,-200,-146
1523,FANN1523 C. Fannius (7) M. f. (C.? n.),Fannius,1,-165,-50
1524,LAEL1524 C. Laelius (3) C. f. C. n. Men. Sapiens,Laelius,1,-190,-125
1525,SEMP1525 Ti. Sempronius (54) Ti. f. P. n. Gracchus,Sempronius,1,-162,-133
1529,CLAU1529 -. Claudius (376) Unimanus,Claudius,1,-200,-75
1530,OPPI1530 -. Oppius (2),Oppius,1,-200,-75
1531,PLAU1531 C. Plautius (9) (Hypsaeus),Plautius,1,-200,-125
1532,IULI1532 L. Iulius (29),Iulius,1,-200,-75
1533,IUNI1533 M. Iunius (49) M. f. M. n. Brutus,Iunius,1,-179,-125
1534,IUNI1534 M. Iunius (22) (Silanus),Iunius,1,-200,-75
1535,LIVI1535 -. Livius (2),Livius,1,-200,-75
1536,PUBL1536 C. Publilius (6),Publilius,1,-200,-75
1537,TERE1537 A. Terentius (81) Varro,Terentius,1,-200,-75
1538,PAPI1538 C. Papirius (12) (Carbo),Papirius,1,-200,-75
1541,GABI1541 A. Gabinius (6),Gabinius,1,-200,-75
1542,MUMM1542 Sp. Mummius (13),Mummius,1,-181,-75
1543,IUNI1543 D. Iunius (160) Silanus,Iunius,1,-200,-75
1544,CAEC1544 L. Caecilius (83) Q. f. L. n. Metellus Calvus,Caecilius,1,-200,-75
1545,FABI1545 Q. Fabius (115) Q. f. Q. n. Maximus Servilianus,Fabius,1,-182,-75
1546,NIGI1546 C. Nigidius (1),Nigidius,1,-200,-75
1547,LICI1547 C. Licinius (52) Crassus,Licinius,1,-200,-75
1548,SEMP1548 C. Sempronius (92) C. f. C. n. Tuditanus,Sempronius,1,-172,-75
