id,name,nomen,sexid,born,died
1,"IUNI0001 L. Iunius (46a, Supb. 5.356ff.) M. f. Brutus",Iunius,1,-540,-509
2,TARQ0002 L. Tarquinius (8) Egeri f. Collatinus,Tarquinius,1,-550,-450
3,VALE0003 P. Valerius (302) Volus. f. - n. Poplicola,Valerius,1,-550,-503
4,LUCR0004 Sp. Lucretius (30) T. ? f. - n. Tricipitinus,Lucretius,1,-550,-509
5,HORA0005 M. Horatius (15) M. f. - n. Pulvillus,Horatius,1,-550,-450
6,"MINU0006 M. Minucius (17, cf. 32) (Augurinus)",Minucius,1,-550,-450
7,VETU0007 P. (or C.) Veturius (16) Geminus Cicurinus,Veturius,1,-550,-425
8,PAPI0008 C. Papirius (10),Papirius,1,-550,-450
9,"PAPI0009 M'. Papirius (20, cf. 1-5)",Papirius,1,-550,-450
10,LUCR0010 T. Lucretius (31) T. f.  Tricipitinus,Lucretius,1,-550,-450
11,HERM0011 T. Herminius (2) Aquilinus,Herminius,1,-550,-499
12,LARC0012 Sp. Larcius (4) Rufus or Flavus,Larcius,1,-550,-425
13,VALE0013 M. Valerius (74) Volus. f. (Volusus),Valerius,1,-550,-499
14,LUCR0014 P. Lucretius (11),Lucretius,1,-550,-450
15,POST0015 P. Postumius (64) Q. f. - n. Tubertus,Postumius,1,-550,-425
17,LARC0017 T. Larcius (2) Flavus or Rufus,Larcius,1,-550,-425
18,MENE0018  Menenius (12) C. f. - n. Lanatus,Menenius,1,-550,-493
19,VERG0019 Opet. Verginius (17) Opit. f.  Tricostus,Verginius,1,-550,-425
20,CASS0020 Sp. Cassius (91) Vecellinus,Cassius,1,-550,-485
21,COMI0021 Post. Cominius (16) Auruncus,Cominius,1,-550,-425
22,VALE0022 M'. Valerius (65) M. f. Volus. n.,Valerius,1,-550,-450
23,SULP0023 Ser. Sulpicius (35) P. f. - n. Camerinus Cornutus,Sulpicius,1,-550,-463
24,TULL0024 M'. Tullius (41) Longus,Tullius,1,-550,-450
25,AEBU0025 T. Aebutius (15) T. f. - n. Helva,Aebutius,1,-550,-425
27,POST0027 A. Postumius (*3) P. f. Albus Regillensis,Postumius,1,-550,-425
28,SEMP0028 A. Sempronius (20) Atratinus,Sempronius,1,-550,-425
29,CLOE0029 Q. Cloelius (10) Siculus,Cloelius,1,-550,-425
30,MINU0030 M. Minucius (32) Augurinus,Minucius,1,-550,-425
31,VERG0031 T. Verginius (21) A. f.  Tricostus Caeliomontanus,Verginius,1,-550,-425
32,CLAU0032 Ap. Claudius (321) M. f. Sabinus Inregillensis,Claudius,1,-550,-425
33,SERV0033 P. Servilius (76) P. f. - n. Priscus Structus,Servilius,1,-550,-425
34,LAET0034 M. Laetorius (8),Laetorius,1,-550,-425
35,VERG0035 A. Verginius (11) A. f.  Tricostus Caeliomontanus,Verginius,1,-525,-425
36,VETU0036 T. Veturius (17) Geminus Cicurinus,Veturius,1,-525,-425
37,VALE0037 M'. Valerius (243) Volus. f. Maximus,Valerius,1,-525,-463
38,SERV0038 Q. Servilius (27) Priscus Structus,Servilius,1,-525,-425
39,ALBI0039 L. Albinius (4) C. f. Paterculus,Albinius,1,-525,-425
40,IUNI0040 L. Iunius (47) Brutus,Iunius,1,-525,-425
41,LICI0041 C. Licinius (11),Licinius,1,-525,-425
42,LICI0042 P. Licinius (25),Licinius,1,-525,-425
43,SICI0043 L. Sicinius (4) L. f. Vellutus (Bellutus),Sicinius,1,-525,-425
44,VISC0044 C. Viscellius (or Visellius) (Icilius 5) Ruga,Viscellius (or Visellius),1,-525,-425
46,DECI0046 M. Decius (7),Decius,1,-525,-425
47,ICIL0047 Sp. Icilius (5),Icilius,1,-525,-400
48,GEGA0048 T. Geganius (7) Macerinus,Geganius,1,-525,-425
49,MINU0049 P. Minucius (33) Augurinus,Minucius,1,-525,-425
50,SICI0050 Sp. Sicinius (not in RE),Sicinius,1,-525,-425
51,VALE0051 P. Valerius (301) P. f. Volus. n. Poplicola,Valerius,1,-525,-460
52,GEGA0052 L. Geganius (1),Geganius,1,-525,-425
53,IUNI0053 T. Iunius (55) Brutus,Iunius,1,-525,-425
55,SULP0055 Q. Sulpicius (33) Camerinus Cornutus,Sulpicius,1,-525,-425
56,IULI0056 C. Iulius (293) C. f. - n. Iullus,Iulius,1,-525,-425
57,PINA0057 P. Pinarius (13) Mamertinus Rufus,Pinarius,1,-525,-425
58,NAUT0058 Sp. Nautius (8) Sp. ? f. - n. Rutilus,Nautius,1,-525,-425
59,FURI0059 Sex. Furius (26) (Medullinus) (Fusus),Furius,1,-525,-425
60,VALE0060  Valeria (385),Valeria,2,-525,-425
61,"SICI0061 T. Sicinius (13, cf. Siccius 2) (Sabinus)",Sicinius,1,-525,-425
62,AQUI0062 C. Aquillius (8) (Tuscus),Aquillius,1,-525,-425
63,VERG0063 Proc. Verginius (19) Opet.? f. Opet. n. Tricostus Rutilus,Verginius,1,-525,-425
64,RABU0064 C. Rabuleius (1),Rabuleius,1,-525,-425
65,MUCI0065 P. Mucius (7) Scaevola,Mucius,1,-525,-425
67,VALE0067 M. (Valerius) (cf. 65) Laevinus,(Valerius),1,-525,-425
69,"TULL0069 M'. Tullius (53, cf. 41) Tolerinus",Tullius,1,-525,-425
76,CORN0076 Ser. Cornelius (253) Maluginensis Tricostus,Cornelius,1,-500,-453
77,"FABI0077 Q. Fabius (164, cf. 159) K. f.  Vibulanus",Fabius,1,-525,-480
78,FABI0078 K. Fabius (159) K. f. Vibulanus,Fabius,1,-525,-425
79,VALE0079 L. Valerius (380) M. f. Volus. n. Potitus,Valerius,1,-525,-400
80,AEMI0080 L. Aemilius (96) Mam. f. - n. Mamercus,Aemilius,1,-525,-400
82,"FABI0082 M. Fabius (160, cf. 159) K. f. - n. Vibulanus",Fabius,1,-525,-477
83,MAEN0083 C. Maenius (8),Maenius,1,-525,-425
84,"OPPI0084  Oppia (36, cf. Opimia 13)",Oppia,2,-500,-483
85,IULI0085 C. Iulius (294) C. f. L. n. Iullus,Iulius,1,-525,-375
86,FURI0086 Sp. Furius (70) Fusus,Furius,1,-525,-425
87,"LICI0087 Sp. Licinius (31, cf. Icilius 5)",Licinius,1,-525,-425
88,MANL0088 Cn. Manlius (19) P. f. - n. Cincinnatus,Manlius,1,-525,-480
89,PONT0089 Ti. Pontificius (Pontificius),Pontificius,1,-525,-425
90,"SICC0090 T. Siccius (2, cf. Sicinius 13)",Siccius,1,-525,-425
91,VERG0091 T. Verginius (22) Opet. f. Opet. n. Tricostus Rutilus,Verginius,1,-510,-463
92,SERV0092 C. Servilius (87) Structus Ahala,Servilius,1,-525,-478
96,MENE0096 T. Menenius (17) Agrippae f. C. n. Lanatus,Menenius,1,-525,-476
97,VERG0097 A. Verginius (12) (Opet. ? f. Opet. n.) Tricostus Rutilus,Verginius,1,-525,-425
98,SERV0098 Sp. Servilius (85) (P. ? f. - n.) Structus,Servilius,1,-525,-425
99,CONS0099 Q. Considius (6),Considius,1,-525,-425
100,GENU0100 T. Genucius (8),Genucius,1,-525,-425
101,NAUT0101 C. Nautius (5) Sp. f. Sp. n. Rutilus,Nautius,1,-525,-400
102,CAED0102 L. Caedicius (3),Caedicius,1,-525,-425
103,STAT0103 T. Statius (4),Statius,1,-525,-425
104,FURI0104 L. Furius (64) Medullinus,Furius,1,-525,-400
105,MANL0105 A. Manlius (89) (Cn. f. P. n.) Vulso,Manlius,1,-525,-400
106,IULI0106 Vop. Iulius (301) C. f. L. n. Iullus,Iulius,1,-525,-400
107,VERG0107 Opet. Verginius (18) Opet. f.  Esquilinus,Verginius,1,-525,-400
108,GENU0108 Cn. Genucius (4),Genucius,1,-525,-473
109,PINA0109 L. Pinarius (12) Mamercinus Rufus,Pinarius,1,-525,-400
110,FURI0110 P. Furius (69) Medullinus Fusus,Furius,1,-525,-464
111,PUBL0111 Voler. Publilius (10),Publilius,1,-525,-400
112,ORBI0112  Orbinia (RE 18.1.877),Orbinia,2,-500,-472
113,CLAU0113 Ap. Claudius (123) Ap. f. M. n. Crassinus Inregillensis Sabinus,Claudius,1,-525,-449
114,QUIN0114 T. Quinctius (24) (L. f. L. n.) Capitolinus Barbatus,Quinctius,1,-525,-375
115,LAET0115 C. Laetorius (1),Laetorius,1,-525,-400
116,AEMI0116 Ti. Aemilius (99) L. f. Mam. n. Mamercus,Aemilius,1,-525,-400
117,DUIL0117 M. Duillius (6),Duillius,1,-525,-375
118,MECI0118 L. Mecilius (RE 15.17),Mecilius,1,-525,-400
119,NUMI0119 L. Numitorius (3),Numitorius,1,-525,-400
120,"SICC0120 Cn. Siccius (1, cf. Sicinius 4)",Siccius,1,-525,-400
121,NUMI0121 T. Numicius (4) Priscus,Numicius,1,-500,-400
122,VERG0122 A. Verginius (13) (Tricostus) Caeliomontanus,Verginius,1,-500,-400
123,SERV0123 Q. Servilius (77) Structus Priscus,Servilius,1,-500,-400
124,FABI0124 Q. Fabius (165) M. f. K. n. Vibulanus,Fabius,1,-500,-375
125,POST0125 Sp. Postumius (52b) A. f. P. n. Albus Regillensis,Postumius,1,-525,-439
126,POST0126 A. Postumius (52a) A. f. P. n. Albus Regillensis,Postumius,1,-525,-400
127,FURI0127 Sp. Furius (71) Medullinus Fusus,Furius,1,-500,-453
129,SERV0129 P. Servilius (73) Sp. f. P. n. Priscus,Servilius,1,-500,-463
130,AEBU0130 L. Aebutius (11) T. f. T. n. Helva,Aebutius,1,-500,-463
131,AEMI0131 C. (Aemilius) (not in RE) Mamercus,(Aemilius),1,-500,-400
132,"VALE0132 M'. Valerius (67, cf. 243) (Maximus)",Valerius,1,-500,-463
133,LUCR0133 L. Lucretius (28) T. f. T. n. Tricipitinus,Lucretius,1,-500,-400
134,VETU0134 T. Veturius (18) T. f. - n. Geminus Cicurinus,Veturius,1,-500,-400
135,TERE0135 C. Terentilius (RE 5A. 591f.) Harsa,Terentilius,1,-500,-400
136,TITI0136 Sex. Titius (22),Titius,1,-500,-400
137,VOLU0137 P. Volumnius (10) M. f. M. n. Amintinus Gallus,Volumnius,1,-500,-400
138,SULP0138 Ser. (or P.) Sulpicius (36) - f. Ser. n. Camerinus Cornutus,Sulpicius,1,-500,-375
139,VERG0139 A. Verginius (3),Verginius,1,-500,-400
140,VOLS0140 M. Volscius (2) Fictor,Volscius,1,-500,-400
141,CLAU0141 C. Claudius (322) Ap. f. M. n. Crassus Inregillensis Sabinus,Claudius,1,-500,-460
142,QUIN0142 L. Quinctius (27) L. f. L. n. Cincinnatus,Quinctius,1,-519,-375
143,CORN0143 L. Cornelius (256) Ser. f. P. n. Maluginensis Uritinus,Cornelius,1,-500,-400
144,CORN0144 A. Cornelius (12),Cornelius,1,-500,-400
145,"SERV0145 Q. Servilius (28, cf. 77) (Structus) (Priscus)",Servilius,1,-500,-400
146,FURI0146 -. (Furius?) (3.1968) Carve(tus),(Furius?),1,-500,-458
147,MINU0147 L. Minucius (40) P. f. M. n. Esquilinus Augurinus,Minucius,1,-500,-375
148,"TARQ0148 L. Tarquitius (6, cf. Tarquinius 10) L. f. Flaccus",Tarquitius,1,-500,-400
149,VALE0149 M. Valerius (246) M'. f. Volus. n. Maximus (Lactuca),Valerius,1,-500,-400
151,MINU0151 Q. Minucius (41) P. f. M. n. Esquilinus,Minucius,1,-500,-400
152,FABI0152 M. Fabius (161) Vibulanus,Fabius,1,-500,-400
153,VERG0153 Sp. Verginius (20) A. f. A. n. Tricostus Caeliomontanus,Verginius,1,-500,-400
154,ICIL0154 L. Icilius (2),Icilius,1,-500,-375
155,ALIE0155 L. Alienus (2),Alienus,1,-500,-400
156,ROMI0156 T. Romilius (4) T. f. T. n. Rocus Vaticanus,Romilius,1,-500,-400
157,VETU0157 C. Veturius (10) P. f. - n. Cicurinus,Veturius,1,-500,-400
158,TARP0158 Sp. Tarpeius (4) M. f. M. n. Montanus Capitolinus,Tarpeius,1,-500,-375
159,ATER0159 A. Aternius (RE 2.1923) Varus Fontinalis,Aternius,1,-500,-400
160,CALV0160 C. Calvius (2) Cicero,Calvius,1,-500,-400
161,SICC0161 L. Siccius (3) Dentatus 'Achilles Romanus',Siccius,1,-514,-449
163,QUIN0163 Sex. Quinctilius (15) Sex. f. P. n.,Quinctilius,1,-500,-453
164,CURI0164 P. Curiatius (6) Fistus Trigeminus,Curiatius,1,-500,-400
165,HORA0165 C. (or M.) Horatius (13) M. f. M. n. Pulvillus,Horatius,1,-510,-453
166,MENE0166 T. Menenius (18) Agripp. f. Agripp. n. Lanatus,Menenius,1,-500,-375
168,GENU0168 T. Genucius (12) L. f. L. n. Augurinus,Genucius,1,-500,-400
169,VETU0169 Sp. Veturius (15) Crassus Cicurinus,Veturius,1,-500,-400
170,VETU0170 L. Veturius (cf. 15) Crassus Cicurinus,Veturius,1,-500,-400
172,SEST0172 P. Sestius (9) Q. f. V. n. Capito(linus) (Vaticanus),Sestius,1,-500,-400
173,CORN0173 M. Cornelius (246) - f. Ser. n. Maluginensis,Cornelius,1,-500,-375
174,SERG0174 M. Sergius (24) Esquilinus,Sergius,1,-500,-375
175,POET0175 Q. Poetelius (4) Libo Visolus,Poetelius,1,-500,-375
176,ANTO0176 T. Antonius (78) Merenda,Antonius,1,-500,-375
177,DUIL0177 K. Duillius (4) (Longus),Duillius,1,-500,-375
178,OPPI0178 Sp. Oppius (27) Cornicen,Oppius,1,-500,-449
179,RABU0179 M'. Rabuleius (2),Rabuleius,1,-500,-375
180,VALE0180 L. Valerius (304) P. f. P. n. Potitus Potitus,Valerius,1,-480,-375
181,HORA0181 M. Horatius (8) M. f. L. (or P.) n. (Tu)rrinus Barbatus,Horatius,1,-500,-375
182,APRO0182 C. Apronius (1),Apronius,1,-500,-375
183,NUMI0183 P. Numitorius (4),Numitorius,1,-500,-375
184,OPPI0184 C. Oppius (7),Oppius,1,-500,-375
185,POMP0185 M. Pomponius (6),Pomponius,1,-500,-375
186,SICI0186 C. Sicinius (5),Sicinius,1,-500,-375
187,TITI0187 M. Titinius (10),Titinius,1,-500,-375
188,VERG0188 L. Verginius (7),Verginius,1,-500,-375
189,VILL0189 Ap. Villius (1),Villius,1,-500,-375
191,MANI0191 Sex. Manilius (15),Manilius,1,-500,-375
192,OPPI0192 M. Oppius (13),Oppius,1,-500,-375
193,"FURI0193 Q. Furius (24, cf. 76) (Pacilus) (Fusus)",Furius,1,-500,-375
194,"PAPI0194 M. Papirius (21, cf. 47) (Crassus)",Papirius,1,-500,-375
195,HERM0195 Lars (or Sp.) Herminius (1) Coritinesanus,Herminius,1,-500,-375
196,VERG0196 T. Verginius (23) Tricostus Caeliomontanus,Verginius,1,-500,-375
197,ATER0197 A. Aternius (1) (Varus) (Fontinalis),Aternius,1,-500,-375
198,TREB0198 L. Trebonius (9) Asper,Trebonius,1,-500,-375
199,GEGA0199 M. Geganius (4) M. f.  Macerinus,Geganius,1,-500,-375
200,IULI0200 C. Iulius (13) (Iullus),Iulius,1,-500,-375
201,FURI0201  Furius (59) Fusus,Furius,1,-500,-375
203,"AEMI0203 Mam. Aemilius (16, 97) M. f. Mamercinus",Aemilius,1,-500,-375
205,GENU0205 M. Genucius (11) Augurinus,Genucius,1,-500,-375
206,CURT0206 C.? Curtius (15) Philo (or Chilo),Curtius,1,-500,-375
207,CANU0207 C. Canuleius (2),Canuleius,1,-500,-375
208,FURN0208 C. Furnius (2),Furnius,1,-500,-375
209,SEMP0209 A. Sempronius (21) (A. f. - n.) Atratinus,Sempronius,1,-475,-375
210,ATIL0210 L. Atilius (41) Luscus,Atilius,1,-475,-375
211,CLOE0211 T. Cloelius (12) Siculus,Cloelius,1,-475,-375
212,PAPI0212 L. Papirius (65) Mugillanus,Papirius,1,-475,-350
213,SEMP0213 L. Sempronius (25) A. f. - n. Atratinus,Sempronius,1,-475,-375
214,FABI0214 M. Fabius (162) (Q. f. M. n.) Vibulanus,Fabius,1,-475,-375
215,AEBU0215 Post. Aebutius (14) Helva Cornicen,Aebutius,1,-475,-375
216,POET0216 -. Poetelius (1),Poetelius,1,-475,-375
218,AEBU0218 M. Aebutius (12) Helva,Aebutius,1,-475,-375
219,FURI0219 C. Furius (76) Pacilus Fusus,Furius,1,-475,-375
220,PAPI0220 M. (or M'.) Papirius (47) Crassus,Papirius,1,-500,-375
222,GEGA0222 Proc. Geganius (6) Macerinus,Geganius,1,-475,-375
223,"MENE0223 L. Menenius (16, cf. 10 and 18) T. f. Agripp. n. Lanatus",Menenius,1,-475,-375
224,MARC0224 M'. Marcius (17),Marcius,1,-475,-375
226,SERV0226 C. Servilius (32) Ahala,Servilius,1,-475,-375
227,CAEC0227 Q. Caecilius (19),Caecilius,1,-475,-375
228,IUNI0228 Q. Iunius (29),Iunius,1,-475,-375
229,TITI0229 Sex. Titinius (18),Titinius,1,-475,-375
231,QUIN0231 L. Quinctius (28) L. f. L. n. Cincinnatus,Quinctius,1,-475,-350
233,FULC0233 C. Fulcinnius (1),Fulcinnius,1,-475,-438
234,CLOE0234 -. Cloelius (6) Tullus,Cloelius,1,-475,-438
235,ANTI0235 Sp. Antius (6),Antius,1,-475,-438
236,ROSC0236 L. Roscius (4),Roscius,1,-475,-438
237,SERG0237 L. Sergius (25) C. f. C. n. Ser. Fidenas,Sergius,1,-475,-350
238,VALE0238 M. Valerius (206) M. f. M'. n. Lactuca (or Lactucinus) Maximus,Valerius,1,-475,-375
239,CORN0239 A. Cornelius (112) M. f. L. n. Cossus,Cornelius,1,-475,-375
240,"PAPI0240 L. Papirius (10, 43) Crassus",Papirius,1,-475,-375
241,CORN0241 M. Cornelius (247) (M. f. L. n.) Maluginensis,Cornelius,1,-475,-375
242,MAEL0242 Sp. Maelius (3),Maelius,1,-475,-375
243,VERG0243 L. Verginius (14) Tricostus,Verginius,1,-475,-375
244,SERV0244 Q. Servilius (75) P. f. Sp. n. Ser. Priscus Fidenas,Servilius,1,-475,-390
245,MANL0245 M. Manlius (50) Capitolinus (Vulso),Manlius,1,-475,-375
246,SULP0246 Q. Sulpicius (37) Ser. ? f. - n. Camerinus Praetextatus,Sulpicius,1,-475,-375
247,CORN0247 Ser. Cornelius (121) Cossus,Cornelius,1,-475,-375
249,POST0249 A. Postumius (63) Tubertus,Postumius,1,-475,-375
251,PINA0251 L. Pinarius (11) Mamercinus,Pinarius,1,-475,-375
252,FURI0252 L. Furius (65) Sp. f. - n. Medullinus,Furius,1,-475,-325
254,QUIN0254 T. Quinctius (34) L. f. L. n. Pennus Cincinnatus,Quinctius,1,-475,-350
255,IULI0255 Cn. (or C.) Iulius (360) Mento,Iulius,1,-475,-375
258,POST0258 Sp. Postumius (52) Sp.? f. A.? n. Albus (Regillensis),Postumius,1,-510,-439
260,"PAPI0260 C. Papirius (see 10, 43) Crassus",Papirius,1,-475,-375
261,"IULI0261 L. (or C.) Iulius (296, cf. 14) Vop. f. C. n. Iullus",Iulius,1,-475,-375
262,"PAPI0262 L. Papirius (13, cf. 65)",Papirius,1,-475,-375
263,PINA0263 P. Pinarius (5),Pinarius,1,-475,-375
264,LUCR0264 Hostus Lucretius (27) Tricipitinus,Lucretius,1,-475,-375
266,SERV0266 C. Servilius (37) Structus Ahala,Servilius,1,-475,-350
267,PAPI0267 L. Papirius (cf. 65) (L. f. - n.) Mugillanus,Papirius,1,-475,-350
268,POST0268 M. Postumius (17) (A. f. A. n.) (Albinus) (Regillensis),Postumius,1,-475,-375
269,"SEMP0269 A. Sempronius (22, cf. 2) L. f. A. n. Atratinus",Sempronius,1,-475,-350
270,HORA0270 L. Horatius (7) M. f. M. n. Barbatus,Horatius,1,-475,-375
271,CLAU0271 Ap. Claudius (121) Ap. f. Ap. n. Crassus,Claudius,1,-475,-350
272,NAUT0272 Sp. Nautius (9) Sp. f. - n. Rutilus,Nautius,1,-475,-350
273,IULI0273 Sex. Iulius (300) Iullus,Iulius,1,-475,-350
274,SEMP0274 C. Sempronius (24) Atratinus,Sempronius,1,-475,-350
275,"FABI0275 Q. Fabius (46, 166) Q. f. M. n. Vibulanus",Fabius,1,-475,-350
276,IUNI0276 C. Iunius (12),Iunius,1,-475,-350
277,TEMP0277 Sex. Tempanius (1),Tempanius,1,-475,-350
278,MANL0278 L. Manlius (49) Capitolinus,Manlius,1,-475,-350
279,ANTO0279 Q. Antonius (77) (T. f. - n.) Merenda,Antonius,1,-475,-350
280,ANTI0280 Ti. Antistius (21),Antistius,1,-475,-350
281,ASEL0281 M. Asellius (not in RE),Asellius,1,-475,-350
282,SPUR0282 Ti. Spurillius (Col. 1888),Spurillius,1,-475,-350
283,HORT0283 L. Hortensius (3),Hortensius,1,-475,-350
285,QUIN0285 T. Quinctius (25) T. f. L. n. Capitolinus Barbatus,Quinctius,1,-475,-350
286,MANL0286 M. Manlius (96) Vulso,Manlius,1,-475,-350
287,ANTI0287 A. Antistius (not in RE),Antistius,1,-475,-350
288,POMP0288 Sex. Pompilius (2),Pompilius,1,-475,-350
289,CANU0289 M. Canuleius (9),Canuleius,1,-475,-350
290,MINU0290 Sp. Minucius (28),Minucius,1,-475,-350
291,POST0291  Postumia (66),Postumia,2,-475,-350
292,"MENE0292  Menenius (4, 13, 14) T. f. Agripp. n. Lanatus",Menenius,1,-475,-350
293,LUCR0293 P. Lucretius (29) Hosti f. - n. Tricipitinus,Lucretius,1,-450,-350
294,NAUT0294 Sp. Nautius (10) Sp. f. Sp. n. Rutilus,Nautius,1,-450,-350
295,PAPI0295 M. Papirius (68) L. f. - n. Mugillanus,Papirius,1,-450,-350
296,RUTI0296 Sp. Rutilius (14) Crassus,Rutilius,1,-450,-350
297,VETU0297 Sp. Veturius (14) Sp. f. Sp. n. Crassus Cicurinus,Veturius,1,-450,-350
298,MAEC0298 Sp. Maecilius (1),Maecilius,1,-450,-350
299,METI0299 M. Metilius (7),Metilius,1,-450,-350
300,CORN0300 P. Cornelius (118) A. f. P. n. Cossus,Cornelius,1,-450,-350
301,VALE0301 C. Valerius (309) L. f. Volus. n. Potitus Volusus,Valerius,1,-450,-325
303,QUIN0303 Q. Quinctius (30) L. f. L. n. Cincinnatus,Quinctius,1,-450,-350
304,DECI0304 L. Decius (not in RE),Decius,1,-450,-350
305,CORN0305 Cn. Cornelius (116) A. f. M. n. Cossus,Cornelius,1,-450,-350
306,VALE0306 L. Valerius (307) L. f. P. n. Potitus,Valerius,1,-450,-325
307,"POST0307 P. Postumius (60, cf. 1, 51) A. f. A. n. Albinus Regillensis",Postumius,1,-450,-414
308,SEXT0308 M. Sextius (7),Sextius,1,-450,-350
309,SEXT0309 P. Sextius (Sestius 5),Sextius,1,-450,-414
310,"CORN0310 A. (or M.) Cornelius (113, cf. 112, 114) Cossus",Cornelius,1,-450,-350
311,"FABI0311 Q. Fabius (166, cf. 46) Vibulanus",Fabius,1,-475,-350
312,FURI0312 C. Furius (74) Pacilus,Furius,1,-450,-350
313,ICIL0313 L. Icilius (3),Icilius,1,-450,-350
314,"PAPI0314 M. Papirius (30, 68) L. f.  Mugillanus (or Atratinus)",Papirius,1,-450,-350
316,AEMI0316 M'. Aemilius (98) Mam. f. M. n. Mamercinus,Aemilius,1,-450,-350
317,MENE0317 M. Menenius (8),Menenius,1,-450,-350
319,"ICIL0319 -. Icilius (RE 850f., and no. 3)",Icilius,1,-450,-350
320,ICIL0320 -. Icilius (RE 850f. and no. 3),Icilius,1,-450,-350
321,AELI0321 P. Aelius (9),Aelius,1,-450,-350
322,"FABI0322 K. Fabius (42, cf. 39, 48) M. f. Q. n. Ambustus",Fabius,1,-450,-325
323,PAPI0323 P. Papius (Pupius 9),Papius,1,-450,-350
324,SILI0324 Q. Silius (10),Silius,1,-450,-350
325,IULI0325 C. Iulius (295) Sp. f. Vopisci n. Iullus,Iulius,1,-450,-393
326,CORN0326 P. Cornelius (119) A. f. M. n. Cossus,Cornelius,1,-450,-350
327,SERV0327 C. Servilius (33) P. f. Q. n. Ahala,Servilius,1,-450,-350
328,CORN0328 P. Cornelius (307) M. f. L. n. Rutilus Cossus,Cornelius,1,-450,-350
329,FABI0329 N. (or Cn.) Fabius (163) Q. f. M. n. Vibulanus,Fabius,1,-475,-350
330,CORN0330 Cn. Cornelius (117) P. f. A. n. Cossus,Cornelius,1,-450,-325
332,MANL0332 A. Manlius (100) A. f. Cn. n. Vulso Capitolinus,Manlius,1,-450,-325
333,SERG0333 M'. Sergius (27) L. f. L. n. Fidenas,Sergius,1,-450,-350
334,"CORN0334 P. Cornelius (250, cf. 39) (M. f. M. n.) Maluginensis",Cornelius,1,-450,-350
335,CLAU0335 Ap. Claudius (122) P. f. Ap. n. Crassus Inregillensis,Claudius,1,-450,-349
336,QUIN0336 M. Quinctilius (9) L. f. L. n. Varus,Quinctilius,1,-450,-350
337,IULI0337 L. Iulius (297) Sp. ? f. Vopisci ? n. Iullus,Iulius,1,-450,-350
338,FURI0338 M. Furius (60) Fusus,Furius,1,-450,-325
340,FURI0340 M. Furius (44) L. f. Sp. n. Camillus,Furius,1,-448,-365
341,POST0341 M. Postumius (16) A. f. A. n. Albinus Regillensis,Postumius,1,-450,-350
342,SERV0342 Q. Servilius (56) Q. f. P. n. Fidenas,Servilius,1,-450,-325
343,VERG0343 L. Verginius (15) L. f. Opet. n. Tricostus Esquilinus,Verginius,1,-450,-350
344,SULP0344 Q. Sulpicius (34) Ser. f. Ser. n. Camerinus Cornutus,Sulpicius,1,-450,-325
345,CLOD0345 Capitos Clodius (not in RE),Clodius,1,-450,-350
346,ANCU0346 M. Ancus (not in RE),Ancus,1,-450,-350
347,IULI0347 L. Iulius (298) L. f. Vopisci n. Iullus,Iulius,1,-450,-325
348,ACUT0348 M. Acutius (1),Acutius,1,-450,-350
349,CURI0349 P. Curiatius (4),Curiatius,1,-450,-350
350,LACE0350 C. Lacerius (col. 327),Lacerius,1,-450,-350
351,METI0351 M. Metilius (8),Metilius,1,-450,-350
352,MINU0352 M. Minucius (19),Minucius,1,-450,-350
353,TREB0353 Cn. Trebonius (8),Trebonius,1,-450,-350
354,LICI0354 P. Licinius (43) P. f. P. n. Calvus Esquilinus,Licinius,1,-450,-325
355,MANL0355 P. Manlius (97) M. f. Cn. n. Vulso,Manlius,1,-450,-350
356,TITI0356 L. Titinius (25) L. f. M'. n. Pansa Saccus,Titinius,1,-450,-325
357,MAEL0357 P. Maelius (4) Sp. f. C. n. Capitolinus,Maelius,1,-450,-325
358,FURI0358 Sp. Furius (68) L. f. Sp. n. Medullinus,Furius,1,-450,-350
359,PUBL0359 L. Publilius (13) L. f. Voler. n. Philo Vulscus,Publilius,1,-450,-350
360,GENU0360 Cn. Genucius (10) M. f. M. n. Augurinus,Genucius,1,-450,-396
361,ATIL0361 L. Atilius (46) L. f. L. n. Priscus,Atilius,1,-450,-325
362,POMP0362 M. Pomponius (7) L. f. L. n. Rufus,Pomponius,1,-450,-325
363,DUIL0363 C. Duillius (8) K. f. K. n. Longus,Duillius,1,-450,-325
364,VETU0364 M. Veturius (13) Ti. f. Sp. n. Crassus Cicurinus,Veturius,1,-450,-325
365,PUBL0365 Voler. Publilius (12) P. f. Voler. n. Philo,Publilius,1,-450,-325
366,VALE0366 M. Valerius (207) M. f. M. n. Lactucinus Maximus,Valerius,1,-450,-325
367,CLAU0367 -. Claudius (not in RE) Ugo,Claudius,1,-450,-325
368,MARI0368 -. Marius (not in RE) Appius,Marius,1,-450,-325
371,SERG0371 L. Sergius (26) M'. f. L. n. Fidenas,Sergius,1,-450,-325
372,POST0372 A. Postumius (57) Albinus Regillensis,Postumius,1,-450,-325
373,CORN0373 P. Cornelius (252) P. f. M. n. Maluginensis,Cornelius,1,-450,-325
374,MANL0374 Q. Manlius (99) A. f. Cn. n. Vulso (Capitolinus),Manlius,1,-450,-325
375,CORN0375 P. Cornelius (120) P. f. A. n. Cossus,Cornelius,1,-450,-325
376,CORN0376 P. Cornelius (328) Scipio,Cornelius,1,-450,-325
